_id,co_mun,no_mun,ano,variavel,ensino_rede,ensino_tipo,valor
160,2700102,Água Branca,2012,Taxa de Reprovação,Pública,Ensino Médio,6.4
161,2700102,Água Branca,2012,Taxa de Reprovação,Total,Ensino Fundamental,22.6
162,2700102,Água Branca,2012,Taxa de Reprovação,Total,Ensino Médio,6.4
163,2700102,Água Branca,2013,Taxa de Abandono,Estadual,Ensino Fundamental,7.8
164,2700102,Água Branca,2013,Taxa de Abandono,Estadual,Ensino Médio,14.5
165,2700102,Água Branca,2013,Taxa de Abandono,Municipal,Ensino Fundamental,3.1
166,2700102,Água Branca,2013,Taxa de Abandono,Municipal,Ensino Médio,0.0
167,2700102,Água Branca,2013,Taxa de Abandono,Pública,Ensino Fundamental,3.6
168,2700102,Água Branca,2013,Taxa de Abandono,Pública,Ensino Médio,14.5
169,2700102,Água Branca,2013,Taxa de Abandono,Total,Ensino Fundamental,3.6
170,2700102,Água Branca,2013,Taxa de Abandono,Total,Ensino Médio,14.5
171,2700102,Água Branca,2013,Taxa de Aprovação,Estadual,Ensino Fundamental,65.2
172,2700102,Água Branca,2013,Taxa de Aprovação,Estadual,Ensino Médio,72.4
173,2700102,Água Branca,2013,Taxa de Aprovação,Municipal,Ensino Fundamental,76.1
174,2700102,Água Branca,2013,Taxa de Aprovação,Municipal,Ensino Médio,0.0
175,2700102,Água Branca,2013,Taxa de Aprovação,Pública,Ensino Fundamental,75.0
176,2700102,Água Branca,2013,Taxa de Aprovação,Pública,Ensino Médio,72.4
177,2700102,Água Branca,2013,Taxa de Aprovação,Total,Ensino Fundamental,75.0
178,2700102,Água Branca,2013,Taxa de Aprovação,Total,Ensino Médio,72.4
179,2700102,Água Branca,2013,Taxa de Reprovação,Estadual,Ensino Fundamental,27.0
180,2700102,Água Branca,2013,Taxa de Reprovação,Estadual,Ensino Médio,13.1
181,2700102,Água Branca,2013,Taxa de Reprovação,Municipal,Ensino Fundamental,20.8
182,2700102,Água Branca,2013,Taxa de Reprovação,Municipal,Ensino Médio,0.0
183,2700102,Água Branca,2013,Taxa de Reprovação,Pública,Ensino Fundamental,21.4
184,2700102,Água Branca,2013,Taxa de Reprovação,Pública,Ensino Médio,13.1
185,2700102,Água Branca,2013,Taxa de Reprovação,Total,Ensino Fundamental,21.4
186,2700102,Água Branca,2013,Taxa de Reprovação,Total,Ensino Médio,13.1
187,2700102,Água Branca,2014,Taxa de Abandono,Estadual,Ensino Fundamental,6.9
188,2700102,Água Branca,2014,Taxa de Abandono,Estadual,Ensino Médio,18.4
189,2700102,Água Branca,2014,Taxa de Abandono,Municipal,Ensino Fundamental,4.2
190,2700102,Água Branca,2014,Taxa de Abandono,Municipal,Ensino Médio,0.0
191,2700102,Água Branca,2014,Taxa de Abandono,Pública,Ensino Fundamental,4.4
192,2700102,Água Branca,2014,Taxa de Abandono,Pública,Ensino Médio,18.4
193,2700102,Água Branca,2014,Taxa de Abandono,Total,Ensino Fundamental,4.4
194,2700102,Água Branca,2014,Taxa de Abandono,Total,Ensino Médio,18.4
195,2700102,Água Branca,2014,Taxa de Aprovação,Estadual,Ensino Fundamental,73.7
196,2700102,Água Branca,2014,Taxa de Aprovação,Estadual,Ensino Médio,68.2
197,2700102,Água Branca,2014,Taxa de Aprovação,Municipal,Ensino Fundamental,75.0
198,2700102,Água Branca,2014,Taxa de Aprovação,Municipal,Ensino Médio,0.0
199,2700102,Água Branca,2014,Taxa de Aprovação,Pública,Ensino Fundamental,74.9
200,2700102,Água Branca,2014,Taxa de Aprovação,Pública,Ensino Médio,68.2
201,2700102,Água Branca,2014,Taxa de Aprovação,Total,Ensino Fundamental,74.9
202,2700102,Água Branca,2014,Taxa de Aprovação,Total,Ensino Médio,68.2
203,2700102,Água Branca,2014,Taxa de Reprovação,Estadual,Ensino Fundamental,19.4
204,2700102,Água Branca,2014,Taxa de Reprovação,Estadual,Ensino Médio,13.4
205,2700102,Água Branca,2014,Taxa de Reprovação,Municipal,Ensino Fundamental,20.8
206,2700102,Água Branca,2014,Taxa de Reprovação,Municipal,Ensino Médio,0.0
207,2700102,Água Branca,2014,Taxa de Reprovação,Pública,Ensino Fundamental,20.7
208,2700102,Água Branca,2014,Taxa de Reprovação,Pública,Ensino Médio,13.4
209,2700102,Água Branca,2014,Taxa de Reprovação,Total,Ensino Fundamental,20.7
210,2700102,Água Branca,2014,Taxa de Reprovação,Total,Ensino Médio,13.4
211,2700102,Água Branca,2015,Taxa de Abandono,Estadual,Ensino Fundamental,9.4
212,2700102,Água Branca,2015,Taxa de Abandono,Estadual,Ensino Médio,18.2
213,2700102,Água Branca,2015,Taxa de Abandono,Municipal,Ensino Fundamental,3.1
214,2700102,Água Branca,2015,Taxa de Abandono,Municipal,Ensino Médio,0.0
215,2700102,Água Branca,2015,Taxa de Abandono,Pública,Ensino Fundamental,3.8
216,2700102,Água Branca,2015,Taxa de Abandono,Pública,Ensino Médio,18.2
217,2700102,Água Branca,2015,Taxa de Abandono,Total,Ensino Fundamental,3.8
218,2700102,Água Branca,2015,Taxa de Abandono,Total,Ensino Médio,18.2
219,2700102,Água Branca,2015,Taxa de Aprovação,Estadual,Ensino Fundamental,74.6
220,2700102,Água Branca,2015,Taxa de Aprovação,Estadual,Ensino Médio,73.2
221,2700102,Água Branca,2015,Taxa de Aprovação,Municipal,Ensino Fundamental,75.4
222,2700102,Água Branca,2015,Taxa de Aprovação,Municipal,Ensino Médio,0.0
223,2700102,Água Branca,2015,Taxa de Aprovação,Pública,Ensino Fundamental,75.3
224,2700102,Água Branca,2015,Taxa de Aprovação,Pública,Ensino Médio,73.2
225,2700102,Água Branca,2015,Taxa de Aprovação,Total,Ensino Fundamental,75.3
226,2700102,Água Branca,2015,Taxa de Aprovação,Total,Ensino Médio,73.2
227,2700102,Água Branca,2015,Taxa de Reprovação,Estadual,Ensino Fundamental,16.0
228,2700102,Água Branca,2015,Taxa de Reprovação,Estadual,Ensino Médio,8.6
229,2700102,Água Branca,2015,Taxa de Reprovação,Municipal,Ensino Fundamental,21.5
230,2700102,Água Branca,2015,Taxa de Reprovação,Municipal,Ensino Médio,0.0
231,2700102,Água Branca,2015,Taxa de Reprovação,Pública,Ensino Fundamental,20.9
232,2700102,Água Branca,2015,Taxa de Reprovação,Pública,Ensino Médio,8.6
233,2700102,Água Branca,2015,Taxa de Reprovação,Total,Ensino Fundamental,20.9
234,2700102,Água Branca,2015,Taxa de Reprovação,Total,Ensino Médio,8.6
235,2700102,Água Branca,2016,Taxa de Abandono,Estadual,Ensino Fundamental,6.7
236,2700102,Água Branca,2016,Taxa de Abandono,Estadual,Ensino Médio,16.6
237,2700102,Água Branca,2016,Taxa de Abandono,Municipal,Ensino Fundamental,3.0
238,2700102,Água Branca,2016,Taxa de Abandono,Municipal,Ensino Médio,0.0
239,2700102,Água Branca,2016,Taxa de Abandono,Pública,Ensino Fundamental,3.4
240,2700102,Água Branca,2016,Taxa de Abandono,Pública,Ensino Médio,16.6
241,2700102,Água Branca,2016,Taxa de Abandono,Total,Ensino Fundamental,3.4
242,2700102,Água Branca,2016,Taxa de Abandono,Total,Ensino Médio,16.6
243,2700102,Água Branca,2016,Taxa de Aprovação,Estadual,Ensino Fundamental,76.6
244,2700102,Água Branca,2016,Taxa de Aprovação,Estadual,Ensino Médio,64.7
245,2700102,Água Branca,2016,Taxa de Aprovação,Municipal,Ensino Fundamental,76.2
246,2700102,Água Branca,2016,Taxa de Aprovação,Municipal,Ensino Médio,0.0
247,2700102,Água Branca,2016,Taxa de Aprovação,Pública,Ensino Fundamental,76.2
248,2700102,Água Branca,2016,Taxa de Aprovação,Pública,Ensino Médio,64.7
249,2700102,Água Branca,2016,Taxa de Aprovação,Total,Ensino Fundamental,76.2
250,2700102,Água Branca,2016,Taxa de Aprovação,Total,Ensino Médio,64.7
251,2700102,Água Branca,2016,Taxa de Reprovação,Estadual,Ensino Fundamental,16.7
252,2700102,Água Branca,2016,Taxa de Reprovação,Estadual,Ensino Médio,18.7
253,2700102,Água Branca,2016,Taxa de Reprovação,Municipal,Ensino Fundamental,20.8
254,2700102,Água Branca,2016,Taxa de Reprovação,Municipal,Ensino Médio,0.0
255,2700102,Água Branca,2016,Taxa de Reprovação,Pública,Ensino Fundamental,20.4
256,2700102,Água Branca,2016,Taxa de Reprovação,Pública,Ensino Médio,18.7
257,2700102,Água Branca,2016,Taxa de Reprovação,Total,Ensino Fundamental,20.4
258,2700102,Água Branca,2016,Taxa de Reprovação,Total,Ensino Médio,18.7
259,2700102,Água Branca,2017,Taxa de Abandono,Estadual,Ensino Fundamental,5.5
260,2700102,Água Branca,2017,Taxa de Abandono,Estadual,Ensino Médio,6.3
261,2700102,Água Branca,2017,Taxa de Abandono,Municipal,Ensino Fundamental,2.4
262,2700102,Água Branca,2017,Taxa de Abandono,Municipal,Ensino Médio,0.0
263,2700102,Água Branca,2017,Taxa de Abandono,Pública,Ensino Fundamental,2.6
264,2700102,Água Branca,2017,Taxa de Abandono,Pública,Ensino Médio,6.3
265,2700102,Água Branca,2017,Taxa de Abandono,Total,Ensino Fundamental,2.6
266,2700102,Água Branca,2017,Taxa de Abandono,Total,Ensino Médio,6.3
267,2700102,Água Branca,2017,Taxa de Aprovação,Estadual,Ensino Fundamental,79.9
268,2700102,Água Branca,2017,Taxa de Aprovação,Estadual,Ensino Médio,88.8
269,2700102,Água Branca,2017,Taxa de Aprovação,Municipal,Ensino Fundamental,81.5
270,2700102,Água Branca,2017,Taxa de Aprovação,Municipal,Ensino Médio,0.0
271,2700102,Água Branca,2017,Taxa de Aprovação,Pública,Ensino Fundamental,81.4
272,2700102,Água Branca,2017,Taxa de Aprovação,Pública,Ensino Médio,88.8
273,2700102,Água Branca,2017,Taxa de Aprovação,Total,Ensino Fundamental,81.4
274,2700102,Água Branca,2017,Taxa de Aprovação,Total,Ensino Médio,88.8
275,2700102,Água Branca,2017,Taxa de Reprovação,Estadual,Ensino Fundamental,14.6
276,2700102,Água Branca,2017,Taxa de Reprovação,Estadual,Ensino Médio,4.9
277,2700102,Água Branca,2017,Taxa de Reprovação,Municipal,Ensino Fundamental,16.1
278,2700102,Água Branca,2017,Taxa de Reprovação,Municipal,Ensino Médio,0.0
279,2700102,Água Branca,2017,Taxa de Reprovação,Pública,Ensino Fundamental,16.0
280,2700102,Água Branca,2017,Taxa de Reprovação,Pública,Ensino Médio,4.9
281,2700102,Água Branca,2017,Taxa de Reprovação,Total,Ensino Fundamental,16.0
282,2700102,Água Branca,2017,Taxa de Reprovação,Total,Ensino Médio,4.9
283,2700102,Água Branca,2018,Taxa de Abandono,Estadual,Ensino Fundamental,9.4
284,2700102,Água Branca,2018,Taxa de Abandono,Estadual,Ensino Médio,4.9
285,2700102,Água Branca,2018,Taxa de Abandono,Municipal,Ensino Fundamental,2.4
286,2700102,Água Branca,2018,Taxa de Abandono,Municipal,Ensino Médio,0.0
287,2700102,Água Branca,2018,Taxa de Abandono,Pública,Ensino Fundamental,2.9
288,2700102,Água Branca,2018,Taxa de Abandono,Pública,Ensino Médio,4.9
289,2700102,Água Branca,2018,Taxa de Abandono,Total,Ensino Fundamental,2.9
290,2700102,Água Branca,2018,Taxa de Abandono,Total,Ensino Médio,4.9
291,2700102,Água Branca,2018,Taxa de Aprovação,Estadual,Ensino Fundamental,82.4
292,2700102,Água Branca,2018,Taxa de Aprovação,Estadual,Ensino Médio,94.0
293,2700102,Água Branca,2018,Taxa de Aprovação,Municipal,Ensino Fundamental,81.3
294,2700102,Água Branca,2018,Taxa de Aprovação,Municipal,Ensino Médio,0.0
295,2700102,Água Branca,2018,Taxa de Aprovação,Pública,Ensino Fundamental,81.3
296,2700102,Água Branca,2018,Taxa de Aprovação,Pública,Ensino Médio,94.0
297,2700102,Água Branca,2018,Taxa de Aprovação,Total,Ensino Fundamental,81.3
298,2700102,Água Branca,2018,Taxa de Aprovação,Total,Ensino Médio,94.0
299,2700102,Água Branca,2018,Taxa de Reprovação,Estadual,Ensino Fundamental,8.2
300,2700102,Água Branca,2018,Taxa de Reprovação,Estadual,Ensino Médio,1.1
301,2700102,Água Branca,2018,Taxa de Reprovação,Municipal,Ensino Fundamental,16.3
302,2700102,Água Branca,2018,Taxa de Reprovação,Municipal,Ensino Médio,0.0
303,2700102,Água Branca,2018,Taxa de Reprovação,Pública,Ensino Fundamental,15.8
304,2700102,Água Branca,2018,Taxa de Reprovação,Pública,Ensino Médio,1.1
305,2700102,Água Branca,2018,Taxa de Reprovação,Total,Ensino Fundamental,15.8
306,2700102,Água Branca,2018,Taxa de Reprovação,Total,Ensino Médio,1.1
307,2700102,Água Branca,2019,Taxa de Abandono,Estadual,Ensino Fundamental,0.9
308,2700102,Água Branca,2019,Taxa de Abandono,Estadual,Ensino Médio,2.8
309,2700102,Água Branca,2019,Taxa de Abandono,Municipal,Ensino Fundamental,1.8
310,2700102,Água Branca,2019,Taxa de Abandono,Municipal,Ensino Médio,0.0
311,2700102,Água Branca,2019,Taxa de Abandono,Pública,Ensino Fundamental,1.8
312,2700102,Água Branca,2019,Taxa de Abandono,Pública,Ensino Médio,2.8
313,2700102,Água Branca,2019,Taxa de Abandono,Total,Ensino Fundamental,1.8
314,2700102,Água Branca,2019,Taxa de Abandono,Total,Ensino Médio,2.8
315,2700102,Água Branca,2019,Taxa de Aprovação,Estadual,Ensino Fundamental,98.2
316,2700102,Água Branca,2019,Taxa de Aprovação,Estadual,Ensino Médio,95.6
317,2700102,Água Branca,2019,Taxa de Aprovação,Municipal,Ensino Fundamental,85.3
318,2700102,Água Branca,2019,Taxa de Aprovação,Municipal,Ensino Médio,0.0
319,2700102,Água Branca,2019,Taxa de Aprovação,Pública,Ensino Fundamental,85.7
320,2700102,Água Branca,2019,Taxa de Aprovação,Pública,Ensino Médio,95.6
321,2700102,Água Branca,2019,Taxa de Aprovação,Total,Ensino Fundamental,85.7
322,2700102,Água Branca,2019,Taxa de Aprovação,Total,Ensino Médio,95.6
323,2700102,Água Branca,2019,Taxa de Reprovação,Estadual,Ensino Fundamental,0.9
