co_mun,no_mun,ano,variavel,economia_categoria,economia_subcategoria,valor
2702801,Flexeiras,2017.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6277.0
2702801,Flexeiras,2017.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,72219.0
2702801,Flexeiras,2017.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,172429.0
2702801,Flexeiras,2018.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,144362.0
2702801,Flexeiras,2018.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,56089.0
2702801,Flexeiras,2018.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6563.0
2702801,Flexeiras,2018.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,78430.0
2702801,Flexeiras,2018.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,141082.0
2702801,Flexeiras,2019.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,213006.0
2702801,Flexeiras,2019.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,104424.0
2702801,Flexeiras,2019.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6315.0
2702801,Flexeiras,2019.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,96003.0
2702801,Flexeiras,2019.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,206742.0
2702801,Flexeiras,2020.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,269903.0
2702801,Flexeiras,2020.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,173693.0
2702801,Flexeiras,2020.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6660.0
2702801,Flexeiras,2020.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,86817.0
2702801,Flexeiras,2020.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,267171.0
2702801,Flexeiras,2021.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,297765.0
2702801,Flexeiras,2021.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,189383.0
2702801,Flexeiras,2021.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6968.0
2702801,Flexeiras,2021.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,97404.0
2702801,Flexeiras,2021.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,293754.0
2702900,Girau do Ponciano,2002.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,108877.0
2702900,Girau do Ponciano,2002.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,64861.0
2702900,Girau do Ponciano,2002.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3245.0
2702900,Girau do Ponciano,2002.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,39316.0
2702900,Girau do Ponciano,2002.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,107422.0
2702900,Girau do Ponciano,2003.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,86030.0
2702900,Girau do Ponciano,2003.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,42133.0
2702900,Girau do Ponciano,2003.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1479.0
2702900,Girau do Ponciano,2003.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,41074.0
2702900,Girau do Ponciano,2003.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,84686.0
2702900,Girau do Ponciano,2004.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,85464.0
2702900,Girau do Ponciano,2004.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,39188.0
2702900,Girau do Ponciano,2004.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1870.0
2702900,Girau do Ponciano,2004.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,42678.0
2702900,Girau do Ponciano,2004.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,83736.0
2702900,Girau do Ponciano,2005.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,82877.0
2702900,Girau do Ponciano,2005.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,25543.0
2702900,Girau do Ponciano,2005.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3200.0
2702900,Girau do Ponciano,2005.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,51471.0
2702900,Girau do Ponciano,2005.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,80214.0
2702900,Girau do Ponciano,2006.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,90493.0
2702900,Girau do Ponciano,2006.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,24203.0
2702900,Girau do Ponciano,2006.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3712.0
2702900,Girau do Ponciano,2006.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,59547.0
2702900,Girau do Ponciano,2006.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,87463.0
2702900,Girau do Ponciano,2007.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,103233.0
2702900,Girau do Ponciano,2007.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,24299.0
2702900,Girau do Ponciano,2007.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3357.0
2702900,Girau do Ponciano,2007.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,72523.0
2702900,Girau do Ponciano,2007.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,100180.0
2702900,Girau do Ponciano,2008.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,127263.0
2702900,Girau do Ponciano,2008.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,34787.0
2702900,Girau do Ponciano,2008.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3962.0
2702900,Girau do Ponciano,2008.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,85028.0
2702900,Girau do Ponciano,2008.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,123777.0
2702900,Girau do Ponciano,2009.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,136556.0
2702900,Girau do Ponciano,2009.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,32779.0
2702900,Girau do Ponciano,2009.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,5906.0
2702900,Girau do Ponciano,2009.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,94490.0
2702900,Girau do Ponciano,2009.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,133177.0
2702900,Girau do Ponciano,2010.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,161139.0
2702900,Girau do Ponciano,2010.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,42821.0
2702900,Girau do Ponciano,2010.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6487.0
2702900,Girau do Ponciano,2010.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,108107.0
2702900,Girau do Ponciano,2010.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,157415.0
2702900,Girau do Ponciano,2011.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,160011.0
2702900,Girau do Ponciano,2011.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,34377.0
2702900,Girau do Ponciano,2011.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,5341.0
2702900,Girau do Ponciano,2011.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,116348.0
2702900,Girau do Ponciano,2011.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,156066.0
2702900,Girau do Ponciano,2012.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,227338.0
2702900,Girau do Ponciano,2012.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,72076.0
2702900,Girau do Ponciano,2012.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6287.0
2702900,Girau do Ponciano,2012.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,143020.0
2702900,Girau do Ponciano,2012.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,221383.0
2702900,Girau do Ponciano,2013.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,219086.0
2702900,Girau do Ponciano,2013.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,51607.0
2702900,Girau do Ponciano,2013.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,6062.0
2702900,Girau do Ponciano,2013.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,155543.0
2702900,Girau do Ponciano,2013.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,213212.0
2702900,Girau do Ponciano,2014.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,229845.0
2702900,Girau do Ponciano,2014.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,47459.0
2702900,Girau do Ponciano,2014.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,5911.0
2702900,Girau do Ponciano,2014.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,170565.0
2702900,Girau do Ponciano,2014.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,223936.0
2702900,Girau do Ponciano,2015.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,263217.0
2702900,Girau do Ponciano,2015.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,55208.0
2702900,Girau do Ponciano,2015.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,7151.0
2702900,Girau do Ponciano,2015.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,194037.0
2702900,Girau do Ponciano,2015.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,256395.0
2702900,Girau do Ponciano,2016.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,288959.0
2702900,Girau do Ponciano,2016.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,44315.0
2702900,Girau do Ponciano,2016.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,7449.0
2702900,Girau do Ponciano,2016.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,228561.0
2702900,Girau do Ponciano,2016.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,280325.0
2702900,Girau do Ponciano,2017.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,322917.0
2702900,Girau do Ponciano,2017.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,77941.0
2702900,Girau do Ponciano,2017.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,8134.0
2702900,Girau do Ponciano,2017.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,228182.0
2702900,Girau do Ponciano,2017.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,314256.0
2702900,Girau do Ponciano,2018.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,343756.0
2702900,Girau do Ponciano,2018.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,82451.0
2702900,Girau do Ponciano,2018.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,9553.0
2702900,Girau do Ponciano,2018.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,241911.0
2702900,Girau do Ponciano,2018.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,333915.0
2702900,Girau do Ponciano,2019.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,380191.0
2702900,Girau do Ponciano,2019.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,94878.0
2702900,Girau do Ponciano,2019.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,13966.0
2702900,Girau do Ponciano,2019.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,259849.0
2702900,Girau do Ponciano,2019.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,368694.0
2702900,Girau do Ponciano,2020.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,481235.0
2702900,Girau do Ponciano,2020.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,177466.0
2702900,Girau do Ponciano,2020.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,13098.0
2702900,Girau do Ponciano,2020.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,276981.0
2702900,Girau do Ponciano,2020.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,467544.0
2702900,Girau do Ponciano,2021.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,549523.0
2702900,Girau do Ponciano,2021.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,220126.0
2702900,Girau do Ponciano,2021.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,13471.0
2702900,Girau do Ponciano,2021.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,298789.0
2702900,Girau do Ponciano,2021.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,532386.0
2703007,Ibateguara,2002.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,33424.0
2703007,Ibateguara,2002.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,15225.0
2703007,Ibateguara,2002.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1033.0
2703007,Ibateguara,2002.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,16299.0
2703007,Ibateguara,2002.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,32558.0
2703007,Ibateguara,2003.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,41200.0
2703007,Ibateguara,2003.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,23474.0
2703007,Ibateguara,2003.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,794.0
2703007,Ibateguara,2003.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,16544.0
2703007,Ibateguara,2003.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,40812.0
2703007,Ibateguara,2004.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,39785.0
2703007,Ibateguara,2004.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,19129.0
2703007,Ibateguara,2004.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,960.0
2703007,Ibateguara,2004.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,19105.0
2703007,Ibateguara,2004.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,39193.0
2703007,Ibateguara,2005.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,47100.0
2703007,Ibateguara,2005.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,21751.0
2703007,Ibateguara,2005.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1171.0
2703007,Ibateguara,2005.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,23102.0
2703007,Ibateguara,2005.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,46024.0
2703007,Ibateguara,2006.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,46829.0
2703007,Ibateguara,2006.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,20340.0
2703007,Ibateguara,2006.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1408.0
2703007,Ibateguara,2006.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,23579.0
2703007,Ibateguara,2006.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,45327.0
2703007,Ibateguara,2007.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,57279.0
2703007,Ibateguara,2007.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,19919.0
2703007,Ibateguara,2007.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1403.0
2703007,Ibateguara,2007.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,33775.0
2703007,Ibateguara,2007.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,55098.0
2703007,Ibateguara,2008.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,66583.0
2703007,Ibateguara,2008.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,24622.0
2703007,Ibateguara,2008.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1649.0
2703007,Ibateguara,2008.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,38674.0
2703007,Ibateguara,2008.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,64946.0
2703007,Ibateguara,2009.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,72553.0
2703007,Ibateguara,2009.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,26520.0
2703007,Ibateguara,2009.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3059.0
2703007,Ibateguara,2009.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,41633.0
2703007,Ibateguara,2009.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,71212.0
2703007,Ibateguara,2010.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,76484.0
2703007,Ibateguara,2010.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,26025.0
2703007,Ibateguara,2010.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2914.0
2703007,Ibateguara,2010.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,45988.0
2703007,Ibateguara,2010.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,74927.0
2703007,Ibateguara,2011.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,63268.0
2703007,Ibateguara,2011.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,8676.0
2703007,Ibateguara,2011.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2531.0
2703007,Ibateguara,2011.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,50658.0
2703007,Ibateguara,2011.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,61864.0
2703007,Ibateguara,2012.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,74504.0
2703007,Ibateguara,2012.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,5821.0
2703007,Ibateguara,2012.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3888.0
2703007,Ibateguara,2012.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,61845.0
2703007,Ibateguara,2012.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,71554.0
2703007,Ibateguara,2013.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,95552.0
2703007,Ibateguara,2013.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,18102.0
2703007,Ibateguara,2013.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3430.0
2703007,Ibateguara,2013.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,71013.0
2703007,Ibateguara,2013.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,92546.0
2703007,Ibateguara,2014.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,107752.0
2703007,Ibateguara,2014.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,30903.0
2703007,Ibateguara,2014.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3335.0
2703007,Ibateguara,2014.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,70956.0
2703007,Ibateguara,2014.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,105194.0
2703007,Ibateguara,2015.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,119308.0
2703007,Ibateguara,2015.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,34418.0
2703007,Ibateguara,2015.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3860.0
2703007,Ibateguara,2015.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,78461.0
2703007,Ibateguara,2015.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,116740.0
2703007,Ibateguara,2016.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,122426.0
2703007,Ibateguara,2016.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,38033.0
2703007,Ibateguara,2016.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2978.0
2703007,Ibateguara,2016.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,79377.0
2703007,Ibateguara,2016.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,120388.0
2703007,Ibateguara,2017.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,140477.0
2703007,Ibateguara,2017.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,51068.0
2703007,Ibateguara,2017.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,4102.0
2703007,Ibateguara,2017.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,83313.0
2703007,Ibateguara,2017.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,138482.0
2703007,Ibateguara,2018.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,134665.0
2703007,Ibateguara,2018.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,39726.0
2703007,Ibateguara,2018.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,3742.0
2703007,Ibateguara,2018.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,88732.0
2703007,Ibateguara,2018.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,132199.0
2703007,Ibateguara,2019.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,142828.0
2703007,Ibateguara,2019.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,46375.0
2703007,Ibateguara,2019.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,4462.0
2703007,Ibateguara,2019.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,89373.0
2703007,Ibateguara,2019.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,140210.0
2703007,Ibateguara,2020.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,146332.0
2703007,Ibateguara,2020.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,48025.0
2703007,Ibateguara,2020.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,4063.0
2703007,Ibateguara,2020.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,91863.0
2703007,Ibateguara,2020.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,143951.0
2703007,Ibateguara,2021.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,196463.0
2703007,Ibateguara,2021.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,84563.0
2703007,Ibateguara,2021.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,4256.0
2703007,Ibateguara,2021.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,103851.0
2703007,Ibateguara,2021.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,192670.0
2703106,Igaci,2002.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,52438.0
2703106,Igaci,2002.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,20494.0
2703106,Igaci,2002.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1302.0
2703106,Igaci,2002.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,28916.0
2703106,Igaci,2002.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,50712.0
2703106,Igaci,2003.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,49563.0
2703106,Igaci,2003.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,15233.0
