co_mun,no_mun,ano,variavel,economia_categoria,economia_subcategoria,valor
2704500,Maragogi,2018.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,21394.0
2704500,Maragogi,2018.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,390805.0
2704500,Maragogi,2018.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,590243.0
2704500,Maragogi,2019.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,692510.0
2704500,Maragogi,2019.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,211539.0
2704500,Maragogi,2019.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,27460.0
2704500,Maragogi,2019.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,415486.0
2704500,Maragogi,2019.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,654485.0
2704500,Maragogi,2020.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,704916.0
2704500,Maragogi,2020.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,277826.0
2704500,Maragogi,2020.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,25480.0
2704500,Maragogi,2020.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,373333.0
2704500,Maragogi,2020.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,676638.0
2704500,Maragogi,2021.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1118831.0
2704500,Maragogi,2021.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,473860.0
2704500,Maragogi,2021.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,32767.0
2704500,Maragogi,2021.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,562498.0
2704500,Maragogi,2021.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1069125.0
2704609,Maravilha,2002.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,18751.0
2704609,Maravilha,2002.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,3218.0
2704609,Maravilha,2002.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,354.0
2704609,Maravilha,2002.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,13949.0
2704609,Maravilha,2002.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,17522.0
2704609,Maravilha,2003.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,17412.0
2704609,Maravilha,2003.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,1447.0
2704609,Maravilha,2003.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,283.0
2704609,Maravilha,2003.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,15343.0
2704609,Maravilha,2003.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,17072.0
2704609,Maravilha,2004.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,20718.0
2704609,Maravilha,2004.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,2265.0
2704609,Maravilha,2004.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,479.0
2704609,Maravilha,2004.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,17500.0
2704609,Maravilha,2004.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,20244.0
2704609,Maravilha,2005.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,24710.0
2704609,Maravilha,2005.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,2337.0
2704609,Maravilha,2005.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,620.0
2704609,Maravilha,2005.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,21121.0
2704609,Maravilha,2005.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,24078.0
2704609,Maravilha,2006.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,28934.0
2704609,Maravilha,2006.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,2509.0
2704609,Maravilha,2006.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,667.0
2704609,Maravilha,2006.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,24914.0
2704609,Maravilha,2006.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,28090.0
2704609,Maravilha,2007.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,28903.0
2704609,Maravilha,2007.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,3408.0
2704609,Maravilha,2007.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,770.0
2704609,Maravilha,2007.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,23650.0
2704609,Maravilha,2007.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,27828.0
2704609,Maravilha,2008.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,32291.0
2704609,Maravilha,2008.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,4644.0
2704609,Maravilha,2008.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,849.0
2704609,Maravilha,2008.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,25539.0
2704609,Maravilha,2008.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,31032.0
2704609,Maravilha,2009.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,35026.0
2704609,Maravilha,2009.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,4275.0
2704609,Maravilha,2009.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1059.0
2704609,Maravilha,2009.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,28507.0
2704609,Maravilha,2009.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,33841.0
2704609,Maravilha,2010.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,38620.0
2704609,Maravilha,2010.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,4566.0
2704609,Maravilha,2010.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1495.0
2704609,Maravilha,2010.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,31269.0
2704609,Maravilha,2010.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,37330.0
2704609,Maravilha,2011.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,42196.0
2704609,Maravilha,2011.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,3799.0
2704609,Maravilha,2011.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1476.0
2704609,Maravilha,2011.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,35258.0
2704609,Maravilha,2011.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,40532.0
2704609,Maravilha,2012.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,47965.0
2704609,Maravilha,2012.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,3300.0
2704609,Maravilha,2012.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1333.0
2704609,Maravilha,2012.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,41122.0
2704609,Maravilha,2012.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,45755.0
2704609,Maravilha,2013.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,57013.0
2704609,Maravilha,2013.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,4661.0
2704609,Maravilha,2013.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1575.0
2704609,Maravilha,2013.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,49121.0
2704609,Maravilha,2013.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,55357.0
2704609,Maravilha,2014.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,58494.0
2704609,Maravilha,2014.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,3569.0
2704609,Maravilha,2014.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1799.0
2704609,Maravilha,2014.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,51391.0
2704609,Maravilha,2014.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,56758.0
2704609,Maravilha,2015.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,67420.0
2704609,Maravilha,2015.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,9463.0
2704609,Maravilha,2015.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1931.0
2704609,Maravilha,2015.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,54190.0
2704609,Maravilha,2015.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,65584.0
2704609,Maravilha,2016.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,66633.0
2704609,Maravilha,2016.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,4919.0
2704609,Maravilha,2016.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1829.0
2704609,Maravilha,2016.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,57653.0
2704609,Maravilha,2016.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,64401.0
2704609,Maravilha,2017.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,66399.0
2704609,Maravilha,2017.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,5602.0
2704609,Maravilha,2017.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1761.0
2704609,Maravilha,2017.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,57009.0
2704609,Maravilha,2017.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,64371.0
2704609,Maravilha,2018.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,67674.0
2704609,Maravilha,2018.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,6485.0
2704609,Maravilha,2018.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2023.0
2704609,Maravilha,2018.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,56833.0
2704609,Maravilha,2018.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,65341.0
2704609,Maravilha,2019.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,69776.0
2704609,Maravilha,2019.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,9310.0
2704609,Maravilha,2019.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2452.0
2704609,Maravilha,2019.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,55567.0
2704609,Maravilha,2019.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,67329.0
2704609,Maravilha,2020.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,79682.0
2704609,Maravilha,2020.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,16742.0
2704609,Maravilha,2020.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2464.0
2704609,Maravilha,2020.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,58010.0
2704609,Maravilha,2020.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,77217.0
2704609,Maravilha,2021.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,90740.0
2704609,Maravilha,2021.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,21331.0
2704609,Maravilha,2021.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,2145.0
2704609,Maravilha,2021.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,64022.0
2704609,Maravilha,2021.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,87498.0
2704708,Marechal Deodoro,2002.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,379959.0
2704708,Marechal Deodoro,2002.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,46605.0
2704708,Marechal Deodoro,2002.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,214286.0
2704708,Marechal Deodoro,2002.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,91692.0
2704708,Marechal Deodoro,2002.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,352583.0
2704708,Marechal Deodoro,2003.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,495353.0
2704708,Marechal Deodoro,2003.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,44245.0
2704708,Marechal Deodoro,2003.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,294073.0
2704708,Marechal Deodoro,2003.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,113792.0
2704708,Marechal Deodoro,2003.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,452110.0
2704708,Marechal Deodoro,2004.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,622889.0
2704708,Marechal Deodoro,2004.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,58429.0
2704708,Marechal Deodoro,2004.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,369534.0
2704708,Marechal Deodoro,2004.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,125989.0
2704708,Marechal Deodoro,2004.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,553951.0
2704708,Marechal Deodoro,2005.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,688279.0
2704708,Marechal Deodoro,2005.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,57675.0
2704708,Marechal Deodoro,2005.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,386474.0
2704708,Marechal Deodoro,2005.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,156938.0
2704708,Marechal Deodoro,2005.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,601086.0
2704708,Marechal Deodoro,2006.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,736451.0
2704708,Marechal Deodoro,2006.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,69762.0
2704708,Marechal Deodoro,2006.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,398290.0
2704708,Marechal Deodoro,2006.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,182811.0
2704708,Marechal Deodoro,2006.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,650863.0
2704708,Marechal Deodoro,2007.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,854529.0
2704708,Marechal Deodoro,2007.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,60271.0
2704708,Marechal Deodoro,2007.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,493312.0
2704708,Marechal Deodoro,2007.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,211613.0
2704708,Marechal Deodoro,2007.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,765195.0
2704708,Marechal Deodoro,2008.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,883126.0
2704708,Marechal Deodoro,2008.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,73721.0
2704708,Marechal Deodoro,2008.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,476486.0
2704708,Marechal Deodoro,2008.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,228250.0
2704708,Marechal Deodoro,2008.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,778458.0
2704708,Marechal Deodoro,2009.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,723879.0
2704708,Marechal Deodoro,2009.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,87390.0
2704708,Marechal Deodoro,2009.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,324588.0
2704708,Marechal Deodoro,2009.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,223067.0
2704708,Marechal Deodoro,2009.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,635045.0
2704708,Marechal Deodoro,2010.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,911886.0
2704708,Marechal Deodoro,2010.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,68850.0
2704708,Marechal Deodoro,2010.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,456556.0
2704708,Marechal Deodoro,2010.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,275684.0
2704708,Marechal Deodoro,2010.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,801091.0
2704708,Marechal Deodoro,2011.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1029461.0
2704708,Marechal Deodoro,2011.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,88618.0
2704708,Marechal Deodoro,2011.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,511134.0
2704708,Marechal Deodoro,2011.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,313131.0
2704708,Marechal Deodoro,2011.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,912884.0
2704708,Marechal Deodoro,2012.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,983604.0
2704708,Marechal Deodoro,2012.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,51778.0
2704708,Marechal Deodoro,2012.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,411350.0
2704708,Marechal Deodoro,2012.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,361473.0
2704708,Marechal Deodoro,2012.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,824601.0
2704708,Marechal Deodoro,2013.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1238951.0
2704708,Marechal Deodoro,2013.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,94384.0
2704708,Marechal Deodoro,2013.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,517097.0
2704708,Marechal Deodoro,2013.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,434749.0
2704708,Marechal Deodoro,2013.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1046231.0
2704708,Marechal Deodoro,2014.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1242757.0
2704708,Marechal Deodoro,2014.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,101506.0
2704708,Marechal Deodoro,2014.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,377319.0
2704708,Marechal Deodoro,2014.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,497519.0
2704708,Marechal Deodoro,2014.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,976344.0
2704708,Marechal Deodoro,2015.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1488214.0
2704708,Marechal Deodoro,2015.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,99636.0
2704708,Marechal Deodoro,2015.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,547909.0
2704708,Marechal Deodoro,2015.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,571994.0
2704708,Marechal Deodoro,2015.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1219538.0
2704708,Marechal Deodoro,2016.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1639965.0
2704708,Marechal Deodoro,2016.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,119934.0
2704708,Marechal Deodoro,2016.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,575169.0
2704708,Marechal Deodoro,2016.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,597860.0
2704708,Marechal Deodoro,2016.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1292963.0
2704708,Marechal Deodoro,2017.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1922611.0
2704708,Marechal Deodoro,2017.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,86903.0
2704708,Marechal Deodoro,2017.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,703826.0
2704708,Marechal Deodoro,2017.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,689211.0
2704708,Marechal Deodoro,2017.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1479940.0
2704708,Marechal Deodoro,2018.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,1925916.0
2704708,Marechal Deodoro,2018.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,102051.0
2704708,Marechal Deodoro,2018.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,548322.0
2704708,Marechal Deodoro,2018.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,792379.0
2704708,Marechal Deodoro,2018.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1442751.0
2704708,Marechal Deodoro,2019.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,2404106.0
2704708,Marechal Deodoro,2019.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,116602.0
2704708,Marechal Deodoro,2019.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,863814.0
2704708,Marechal Deodoro,2019.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,832710.0
2704708,Marechal Deodoro,2019.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,1813127.0
2704708,Marechal Deodoro,2020.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,2839263.0
2704708,Marechal Deodoro,2020.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,129249.0
2704708,Marechal Deodoro,2020.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1044501.0
2704708,Marechal Deodoro,2020.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,924893.0
2704708,Marechal Deodoro,2020.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,2098642.0
2704708,Marechal Deodoro,2021.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,3409483.0
2704708,Marechal Deodoro,2021.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,175567.0
2704708,Marechal Deodoro,2021.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,1291988.0
2704708,Marechal Deodoro,2021.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,1067414.0
2704708,Marechal Deodoro,2021.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,2534969.0
2704807,Maribondo,2002.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,27215.0
2704807,Maribondo,2002.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,5418.0
2704807,Maribondo,2002.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,681.0
2704807,Maribondo,2002.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,20212.0
2704807,Maribondo,2002.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,26311.0
2704807,Maribondo,2003.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,30519.0
2704807,Maribondo,2003.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,5037.0
2704807,Maribondo,2003.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,593.0
2704807,Maribondo,2003.0,Valor adicionado bruto a preços correntes de Serviço ,Preço correntes de Serviço,Mil Reais,23804.0
2704807,Maribondo,2003.0,Valor adicionado bruto a preços correntes total ,Preço correntes total,Mil Reais,29434.0
2704807,Maribondo,2004.0,Produto Interno Bruto a preços correntes ,Preço correntes,Mil Reais,29110.0
2704807,Maribondo,2004.0,Valor adicionado bruto a preços correntes da agropecuária ,Preço correntes da agropecuária,Mil Reais,2696.0
2704807,Maribondo,2004.0,Valor adicionado bruto a preços correntes da indústria ,Preço correntes da indústria,Mil Reais,699.0
