co_mun,no_mun,ano,variavel,inf_categoria,inf_subcategoria,valor
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,21436
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,21534
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,21698
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,21534
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,21569
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,21534
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,21532
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,21453
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,21422
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,21676
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,21641
2702355,Craíbas,2013,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,21562
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,6488
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,6506
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,6608
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,6485
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,6474
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,6488
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,6490
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,6487
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,6488
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,6564
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,6547
2702355,Craíbas,2014,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,6528
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,21634
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,21214
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,21348
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,21719
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,21697
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,21242
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,21347
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,21493
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,21682
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,21286
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,21242
2702355,Craíbas,2014,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,21183
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,6413
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,6303
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,6358
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,6360
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,6342
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,6293
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,6445
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,6432
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,6402
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,6337
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,6317
2702355,Craíbas,2015,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,6311
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,20745
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,20437
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,20509
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,20723
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,20688
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,20394
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,20803
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,20768
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,20748
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,20500
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,20485
2702355,Craíbas,2015,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,20446
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,6337
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,6435
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,6073
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,6287
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,6265
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,6386
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,6365
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,6346
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,6311
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,6524
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,6501
2702355,Craíbas,2016,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,6456
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,20487
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,20554
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,19584
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,20384
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,20346
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,20474
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,20460
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,20459
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,20448
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,20666
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,20589
2702355,Craíbas,2016,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,20551
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,6140
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,6155
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,5903
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,6115
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,6102
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,6154
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,6159
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,6147
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,6129
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,5782
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,5752
2702355,Craíbas,2017,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,5726
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,19630
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,19627
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,18869
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,19674
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,19647
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,19615
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,19637
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,19656
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,19684
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,18630
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,18552
2702355,Craíbas,2017,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,18478
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,5837
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,5661
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,5753
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,6005
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,5986
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,5929
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,5901
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,5877
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,5819
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,5809
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,5774
2702355,Craíbas,2018,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,5715
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,18609
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,18049
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,17985
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,19096
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,19033
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,18776
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,18696
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,18656
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,18561
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,18321
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,18270
2702355,Craíbas,2018,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,18144
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,5784
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,5937
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,5803
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,5877
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,5830
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,5896
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,5868
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,5837
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,5909
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,5781
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,5756
2702355,Craíbas,2019,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,5702
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,18019
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,18293
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,17834
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,18259
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,18189
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,18226
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,18180
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,18113
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,18332
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,17790
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,17737
2702355,Craíbas,2019,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,17616
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,5642
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,5675
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,5587
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,5601
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,5832
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,5660
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,5657
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,5647
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,5644
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,5575
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,5727
2702355,Craíbas,2020,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,5699
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,17338
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,17418
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,17185
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,17249
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,17882
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,17386
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,17375
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,17350
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,17348
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,17146
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,17525
2702355,Craíbas,2020,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,17459
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,5908
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,6129
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,6321
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,5637
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,5607
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,6086
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,6035
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,5967
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,5702
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,6288
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,6169
2702355,Craíbas,2021,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,6150
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,17877
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,18316
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,18671
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,17284
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,17223
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,18225
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,18121
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,17992
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,17378
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,18594
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,18387
2702355,Craíbas,2021,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,18354
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,6568
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,6937
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,7238
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,6431
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,6349
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,6820
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,6713
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,6643
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,6477
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,7172
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,7129
2702355,Craíbas,2022,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,7001
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,19141
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,19612
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,19906
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,18928
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,18755
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,19471
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,19342
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,19257
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,19017
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,19837
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,19812
2702355,Craíbas,2022,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,19697
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,7285
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Agosto,7587
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Dezembro,7867
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,7302
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,7252
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,7515
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,7410
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,7312
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,7337
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Novembro,7787
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Outubro,7712
2702355,Craíbas,2023,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Setembro,7667
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,19828
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Agosto,20338
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Dezembro,20843
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,20008
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,19922
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,20253
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,20080
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,19892
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,20083
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Novembro,20724
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Outubro,20609
2702355,Craíbas,2023,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Setembro,20491
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Abril,7758
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Fevereiro,7696
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Janeiro,7720
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Julho,7541
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Junho,7843
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Maio,7754
2702355,Craíbas,2024,Cadastro Único,Quantidade total de famílias inscritas no Cadastro Único,Março,7751
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Abril,20719
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Fevereiro,20562
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Janeiro,20619
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Julho,20201
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Junho,20753
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Maio,20709
2702355,Craíbas,2024,Cadastro Único,Quantidade total de pessoas inscritas no Cadastro Único,Março,20648
