_id,co_mun,no_mun,ano,variavel,pop_categoria,pop_subcategoria,valor
1100,2705408,Monteirópolis,2019,População residente estimada,Total,Total,7159
1101,2705408,Monteirópolis,2020,População residente estimada,Total,Total,7165
1102,2705408,Monteirópolis,2021,População residente estimada,Total,Total,7171
1103,2705507,Murici,2001,População residente estimada,Total,Total,24159
1104,2705507,Murici,2002,População residente estimada,Total,Total,23818
1105,2705507,Murici,2003,População residente estimada,Total,Total,23422
1106,2705507,Murici,2004,População residente estimada,Total,Total,22592
1107,2705507,Murici,2005,População residente estimada,Total,Total,22132
1108,2705507,Murici,2006,População residente estimada,Total,Total,21675
1109,2705507,Murici,2008,População residente estimada,Total,Total,26731
1110,2705507,Murici,2009,População residente estimada,Total,Total,26918
1111,2705507,Murici,2011,População residente estimada,Total,Total,26867
1112,2705507,Murici,2012,População residente estimada,Total,Total,27030
1113,2705507,Murici,2013,População residente estimada,Total,Total,28158
1114,2705507,Murici,2014,População residente estimada,Total,Total,28201
1115,2705507,Murici,2015,População residente estimada,Total,Total,28335
1116,2705507,Murici,2016,População residente estimada,Total,Total,28462
1117,2705507,Murici,2017,População residente estimada,Total,Total,28579
1118,2705507,Murici,2018,População residente estimada,Total,Total,28137
1119,2705507,Murici,2019,População residente estimada,Total,Total,28236
1120,2705507,Murici,2020,População residente estimada,Total,Total,28333
1121,2705507,Murici,2021,População residente estimada,Total,Total,28428
1122,2705606,Novo Lino,2001,População residente estimada,Total,Total,9854
1123,2705606,Novo Lino,2002,População residente estimada,Total,Total,9496
1124,2705606,Novo Lino,2003,População residente estimada,Total,Total,9088
1125,2705606,Novo Lino,2004,População residente estimada,Total,Total,8231
1126,2705606,Novo Lino,2005,População residente estimada,Total,Total,7757
1127,2705606,Novo Lino,2006,População residente estimada,Total,Total,7287
1128,2705606,Novo Lino,2008,População residente estimada,Total,Total,12266
1129,2705606,Novo Lino,2009,População residente estimada,Total,Total,12449
1130,2705606,Novo Lino,2011,População residente estimada,Total,Total,12184
1131,2705606,Novo Lino,2012,População residente estimada,Total,Total,12303
1132,2705606,Novo Lino,2013,População residente estimada,Total,Total,12479
1133,2705606,Novo Lino,2014,População residente estimada,Total,Total,12583
1134,2705606,Novo Lino,2015,População residente estimada,Total,Total,12643
1135,2705606,Novo Lino,2016,População residente estimada,Total,Total,12735
1136,2705606,Novo Lino,2017,População residente estimada,Total,Total,12821
1137,2705606,Novo Lino,2018,População residente estimada,Total,Total,12615
1138,2705606,Novo Lino,2019,População residente estimada,Total,Total,12690
1139,2705606,Novo Lino,2020,População residente estimada,Total,Total,12764
1140,2705606,Novo Lino,2021,População residente estimada,Total,Total,12837
1141,2705705,Olho d'Água das Flores,2001,População residente estimada,Total,Total,19867
1142,2705705,Olho d'Água das Flores,2002,População residente estimada,Total,Total,20209
1143,2705705,Olho d'Água das Flores,2003,População residente estimada,Total,Total,20577
1144,2705705,Olho d'Água das Flores,2004,População residente estimada,Total,Total,21348
1145,2705705,Olho d'Água das Flores,2005,População residente estimada,Total,Total,21775
1146,2705705,Olho d'Água das Flores,2006,População residente estimada,Total,Total,22199
1147,2705705,Olho d'Água das Flores,2008,População residente estimada,Total,Total,20465
1148,2705705,Olho d'Água das Flores,2009,População residente estimada,Total,Total,20555
1149,2705705,Olho d'Água das Flores,2011,População residente estimada,Total,Total,20437
1150,2705705,Olho d'Água das Flores,2012,População residente estimada,Total,Total,20460
1151,2705705,Olho d'Água das Flores,2013,População residente estimada,Total,Total,21499
1152,2705705,Olho d'Água das Flores,2014,População residente estimada,Total,Total,21572
1153,2705705,Olho d'Água das Flores,2015,População residente estimada,Total,Total,21641
1154,2705705,Olho d'Água das Flores,2016,População residente estimada,Total,Total,21706
1155,2705705,Olho d'Água das Flores,2017,População residente estimada,Total,Total,21767
1156,2705705,Olho d'Água das Flores,2018,População residente estimada,Total,Total,21437
1157,2705705,Olho d'Água das Flores,2019,População residente estimada,Total,Total,21688
1158,2705705,Olho d'Água das Flores,2020,População residente estimada,Total,Total,21738
1159,2705705,Olho d'Água das Flores,2021,População residente estimada,Total,Total,21690
1160,2705804,Olho d'Água do Casado,2001,População residente estimada,Total,Total,7136
1161,2705804,Olho d'Água do Casado,2002,População residente estimada,Total,Total,7195
1162,2705804,Olho d'Água do Casado,2003,População residente estimada,Total,Total,7258
1163,2705804,Olho d'Água do Casado,2004,População residente estimada,Total,Total,7390
1164,2705804,Olho d'Água do Casado,2005,População residente estimada,Total,Total,7463
1165,2705804,Olho d'Água do Casado,2006,População residente estimada,Total,Total,7536
1166,2705804,Olho d'Água do Casado,2008,População residente estimada,Total,Total,8388
1167,2705804,Olho d'Água do Casado,2009,População residente estimada,Total,Total,8517
1168,2705804,Olho d'Água do Casado,2011,População residente estimada,Total,Total,8601
1169,2705804,Olho d'Água do Casado,2012,População residente estimada,Total,Total,8708
1170,2705804,Olho d'Água do Casado,2013,População residente estimada,Total,Total,9114
1171,2705804,Olho d'Água do Casado,2014,População residente estimada,Total,Total,9209
1172,2705804,Olho d'Água do Casado,2015,População residente estimada,Total,Total,9298
1173,2705804,Olho d'Água do Casado,2016,População residente estimada,Total,Total,9381
1174,2705804,Olho d'Água do Casado,2017,População residente estimada,Total,Total,9459
1175,2705804,Olho d'Água do Casado,2018,População residente estimada,Total,Total,9303
1176,2705804,Olho d'Água do Casado,2019,População residente estimada,Total,Total,9373
1177,2705804,Olho d'Água do Casado,2020,População residente estimada,Total,Total,9441
1178,2705804,Olho d'Água do Casado,2021,População residente estimada,Total,Total,9507
1179,2705903,Olho d'Água Grande,2001,População residente estimada,Total,Total,4901
1180,2705903,Olho d'Água Grande,2002,População residente estimada,Total,Total,4938
1181,2705903,Olho d'Água Grande,2003,População residente estimada,Total,Total,4981
1182,2705903,Olho d'Água Grande,2004,População residente estimada,Total,Total,5070
1183,2705903,Olho d'Água Grande,2005,População residente estimada,Total,Total,5119
1184,2705903,Olho d'Água Grande,2006,População residente estimada,Total,Total,5168
1185,2705903,Olho d'Água Grande,2008,População residente estimada,Total,Total,4956
1186,2705903,Olho d'Água Grande,2009,População residente estimada,Total,Total,4963
1187,2705903,Olho d'Água Grande,2011,População residente estimada,Total,Total,4966
1188,2705903,Olho d'Água Grande,2012,População residente estimada,Total,Total,4967
1189,2705903,Olho d'Água Grande,2013,População residente estimada,Total,Total,5159
1190,2705903,Olho d'Água Grande,2014,População residente estimada,Total,Total,5169
1191,2705903,Olho d'Água Grande,2015,População residente estimada,Total,Total,5178
1192,2705903,Olho d'Água Grande,2016,População residente estimada,Total,Total,5187
1193,2705903,Olho d'Água Grande,2017,População residente estimada,Total,Total,5195
1194,2705903,Olho d'Água Grande,2018,População residente estimada,Total,Total,5117
1195,2705903,Olho d'Água Grande,2019,População residente estimada,Total,Total,5123
1196,2705903,Olho d'Água Grande,2020,População residente estimada,Total,Total,5128
1197,2705903,Olho d'Água Grande,2021,População residente estimada,Total,Total,5133
1198,2706000,Olivença,2001,População residente estimada,Total,Total,10399
1199,2706000,Olivença,2002,População residente estimada,Total,Total,10419
1200,2706000,Olivença,2003,População residente estimada,Total,Total,10443
1201,2706000,Olivença,2004,População residente estimada,Total,Total,10492
1202,2706000,Olivença,2005,População residente estimada,Total,Total,10519
1203,2706000,Olivença,2006,População residente estimada,Total,Total,10546
1204,2706000,Olivença,2008,População residente estimada,Total,Total,10828
1205,2706000,Olivença,2009,População residente estimada,Total,Total,10865
1206,2706000,Olivença,2011,População residente estimada,Total,Total,11100
1207,2706000,Olivença,2012,População residente estimada,Total,Total,11150
1208,2706000,Olivença,2013,População residente estimada,Total,Total,11594
1209,2706000,Olivença,2014,População residente estimada,Total,Total,11643
1210,2706000,Olivença,2015,População residente estimada,Total,Total,11688
1211,2706000,Olivença,2016,População residente estimada,Total,Total,11731
1212,2706000,Olivença,2017,População residente estimada,Total,Total,11772
1213,2706000,Olivença,2018,População residente estimada,Total,Total,11591
1214,2706000,Olivença,2019,População residente estimada,Total,Total,11624
1215,2706000,Olivença,2020,População residente estimada,Total,Total,11657
1216,2706000,Olivença,2021,População residente estimada,Total,Total,11681
1217,2706109,Ouro Branco,2001,População residente estimada,Total,Total,10167
1218,2706109,Ouro Branco,2002,População residente estimada,Total,Total,10231
1219,2706109,Ouro Branco,2003,População residente estimada,Total,Total,10302
1220,2706109,Ouro Branco,2004,População residente estimada,Total,Total,10452
1221,2706109,Ouro Branco,2005,População residente estimada,Total,Total,10535
1222,2706109,Ouro Branco,2006,População residente estimada,Total,Total,10617
1223,2706109,Ouro Branco,2008,População residente estimada,Total,Total,11381
1224,2706109,Ouro Branco,2009,População residente estimada,Total,Total,11504
1225,2706109,Ouro Branco,2011,População residente estimada,Total,Total,10977
1226,2706109,Ouro Branco,2012,População residente estimada,Total,Total,10953
1227,2706109,Ouro Branco,2013,População residente estimada,Total,Total,11409
1228,2706109,Ouro Branco,2014,População residente estimada,Total,Total,11484
1229,2706109,Ouro Branco,2015,População residente estimada,Total,Total,11537
1230,2706109,Ouro Branco,2016,População residente estimada,Total,Total,11589
1231,2706109,Ouro Branco,2017,População residente estimada,Total,Total,11635
1232,2706109,Ouro Branco,2018,População residente estimada,Total,Total,11456
1233,2706109,Ouro Branco,2019,População residente estimada,Total,Total,11496
1234,2706109,Ouro Branco,2020,População residente estimada,Total,Total,11535
1235,2706109,Ouro Branco,2021,População residente estimada,Total,Total,11573
1236,2706208,Palestina,2001,População residente estimada,Total,Total,4628
1237,2706208,Palestina,2002,População residente estimada,Total,Total,4711
1238,2706208,Palestina,2003,População residente estimada,Total,Total,4799
1239,2706208,Palestina,2004,População residente estimada,Total,Total,4982
1240,2706208,Palestina,2005,População residente estimada,Total,Total,5084
1241,2706208,Palestina,2006,População residente estimada,Total,Total,5185
1242,2706208,Palestina,2008,População residente estimada,Total,Total,5024
1243,2706208,Palestina,2009,População residente estimada,Total,Total,5071
1244,2706208,Palestina,2011,População residente estimada,Total,Total,5158
1245,2706208,Palestina,2012,População residente estimada,Total,Total,5201
1246,2706208,Palestina,2013,População residente estimada,Total,Total,4934
1247,2706208,Palestina,2014,População residente estimada,Total,Total,4970
1248,2706208,Palestina,2015,População residente estimada,Total,Total,5004
1249,2706208,Palestina,2016,População residente estimada,Total,Total,5036
1250,2706208,Palestina,2017,População residente estimada,Total,Total,5066
1251,2706208,Palestina,2018,População residente estimada,Total,Total,4985
1252,2706208,Palestina,2019,População residente estimada,Total,Total,5011
1253,2706208,Palestina,2020,População residente estimada,Total,Total,5037
1254,2706208,Palestina,2021,População residente estimada,Total,Total,5061
1255,2706307,Palmeira dos Índios,2001,População residente estimada,Total,Total,68270
1256,2706307,Palmeira dos Índios,2002,População residente estimada,Total,Total,68532
1257,2706307,Palmeira dos Índios,2003,População residente estimada,Total,Total,68751
1258,2706307,Palmeira dos Índios,2004,População residente estimada,Total,Total,69211
1259,2706307,Palmeira dos Índios,2005,População residente estimada,Total,Total,69466
1260,2706307,Palmeira dos Índios,2006,População residente estimada,Total,Total,69719
1261,2706307,Palmeira dos Índios,2008,População residente estimada,Total,Total,72202
1262,2706307,Palmeira dos Índios,2009,População residente estimada,Total,Total,72564
1263,2706307,Palmeira dos Índios,2011,População residente estimada,Total,Total,70556
1264,2706307,Palmeira dos Índios,2012,População residente estimada,Total,Total,70738
1265,2706307,Palmeira dos Índios,2013,População residente estimada,Total,Total,73532
1266,2706307,Palmeira dos Índios,2014,População residente estimada,Total,Total,73725
1267,2706307,Palmeira dos Índios,2015,População residente estimada,Total,Total,73878
1268,2706307,Palmeira dos Índios,2016,População residente estimada,Total,Total,74049
1269,2706307,Palmeira dos Índios,2017,População residente estimada,Total,Total,74208
1270,2706307,Palmeira dos Índios,2018,População residente estimada,Total,Total,73096
1271,2706307,Palmeira dos Índios,2019,População residente estimada,Total,Total,73218
1272,2706307,Palmeira dos Índios,2020,População residente estimada,Total,Total,73337
1273,2706307,Palmeira dos Índios,2021,População residente estimada,Total,Total,73452
1274,2706406,Pão de Açúcar,2001,População residente estimada,Total,Total,24661
1275,2706406,Pão de Açúcar,2002,População residente estimada,Total,Total,24950
1276,2706406,Pão de Açúcar,2003,População residente estimada,Total,Total,25227
1277,2706406,Pão de Açúcar,2004,População residente estimada,Total,Total,25811
1278,2706406,Pão de Açúcar,2005,População residente estimada,Total,Total,26133
1279,2706406,Pão de Açúcar,2006,População residente estimada,Total,Total,26454
1280,2706406,Pão de Açúcar,2008,População residente estimada,Total,Total,24537
1281,2706406,Pão de Açúcar,2009,População residente estimada,Total,Total,24534
1282,2706406,Pão de Açúcar,2011,População residente estimada,Total,Total,23730
1283,2706406,Pão de Açúcar,2012,População residente estimada,Total,Total,23651
1284,2706406,Pão de Açúcar,2013,População residente estimada,Total,Total,24975
1285,2706406,Pão de Açúcar,2014,População residente estimada,Total,Total,24924
1286,2706406,Pão de Açúcar,2015,População residente estimada,Total,Total,24878
1287,2706406,Pão de Açúcar,2016,População residente estimada,Total,Total,24834
1288,2706406,Pão de Açúcar,2017,População residente estimada,Total,Total,24792
1289,2706406,Pão de Açúcar,2018,População residente estimada,Total,Total,24446
1290,2706406,Pão de Açúcar,2019,População residente estimada,Total,Total,24399
1291,2706406,Pão de Açúcar,2020,População residente estimada,Total,Total,24351
1292,2706406,Pão de Açúcar,2021,População residente estimada,Total,Total,24307
1293,2706422,Pariconha,2001,População residente estimada,Total,Total,9371
1294,2706422,Pariconha,2002,População residente estimada,Total,Total,10440
1295,2706422,Pariconha,2003,População residente estimada,Total,Total,10604
1296,2706422,Pariconha,2004,População residente estimada,Total,Total,10949
1297,2706422,Pariconha,2005,População residente estimada,Total,Total,11140
1298,2706422,Pariconha,2006,População residente estimada,Total,Total,11330
1299,2706422,Pariconha,2008,População residente estimada,Total,Total,10505
1300,2706422,Pariconha,2009,População residente estimada,Total,Total,10539
1301,2706422,Pariconha,2011,População residente estimada,Total,Total,10274
1302,2706422,Pariconha,2012,População residente estimada,Total,Total,10282
1303,2706422,Pariconha,2013,População residente estimada,Total,Total,10674
1304,2706422,Pariconha,2014,População residente estimada,Total,Total,10688
1305,2706422,Pariconha,2015,População residente estimada,Total,Total,10601
1306,2706422,Pariconha,2016,População residente estimada,Total,Total,10674
1307,2706422,Pariconha,2017,População residente estimada,Total,Total,10684
1308,2706422,Pariconha,2018,População residente estimada,Total,Total,10527
1309,2706422,Pariconha,2019,População residente estimada,Total,Total,10533
1310,2706422,Pariconha,2020,População residente estimada,Total,Total,10539
1311,2706422,Pariconha,2021,População residente estimada,Total,Total,10546
1312,2706448,Paripueira,2001,População residente estimada,Total,Total,8193
1313,2706448,Paripueira,2002,População residente estimada,Total,Total,8288
1314,2706448,Paripueira,2003,População residente estimada,Total,Total,8400
1315,2706448,Paripueira,2004,População residente estimada,Total,Total,8633
1316,2706448,Paripueira,2005,População residente estimada,Total,Total,8762
1317,2706448,Paripueira,2006,População residente estimada,Total,Total,8890
1318,2706448,Paripueira,2008,População residente estimada,Total,Total,10027
1319,2706448,Paripueira,2009,População residente estimada,Total,Total,10222
1320,2706448,Paripueira,2011,População residente estimada,Total,Total,11601
1321,2706448,Paripueira,2012,População residente estimada,Total,Total,11845
1322,2706448,Paripueira,2013,População residente estimada,Total,Total,12474
1323,2706448,Paripueira,2014,População residente estimada,Total,Total,12687
1324,2706448,Paripueira,2015,População residente estimada,Total,Total,12887
1325,2706448,Paripueira,2016,População residente estimada,Total,Total,13076
1326,2706448,Paripueira,2017,População residente estimada,Total,Total,13252
1327,2706448,Paripueira,2018,População residente estimada,Total,Total,13016
1328,2706448,Paripueira,2019,População residente estimada,Total,Total,13176
1329,2706448,Paripueira,2020,População residente estimada,Total,Total,13332
1330,2706448,Paripueira,2021,População residente estimada,Total,Total,13484
1331,2706505,Passo de Camaragibe,2001,População residente estimada,Total,Total,13687
1332,2706505,Passo de Camaragibe,2002,População residente estimada,Total,Total,13684
1333,2706505,Passo de Camaragibe,2003,População residente estimada,Total,Total,13651
1334,2706505,Passo de Camaragibe,2004,População residente estimada,Total,Total,13583
1335,2706505,Passo de Camaragibe,2005,População residente estimada,Total,Total,13544
1336,2706505,Passo de Camaragibe,2006,População residente estimada,Total,Total,13507
1337,2706505,Passo de Camaragibe,2008,População residente estimada,Total,Total,14225
1338,2706505,Passo de Camaragibe,2009,População residente estimada,Total,Total,14261
1339,2706505,Passo de Camaragibe,2011,População residente estimada,Total,Total,14783
1340,2706505,Passo de Camaragibe,2012,População residente estimada,Total,Total,14802
1341,2706505,Passo de Camaragibe,2013,População residente estimada,Total,Total,15372
1342,2706505,Passo de Camaragibe,2014,População residente estimada,Total,Total,15396
1343,2706505,Passo de Camaragibe,2015,População residente estimada,Total,Total,15419
1344,2706505,Passo de Camaragibe,2016,População residente estimada,Total,Total,15441
1345,2706505,Passo de Camaragibe,2017,População residente estimada,Total,Total,15461
1346,2706505,Passo de Camaragibe,2018,População residente estimada,Total,Total,15232
1347,2706505,Passo de Camaragibe,2019,População residente estimada,Total,Total,15245
1348,2706505,Passo de Camaragibe,2020,População residente estimada,Total,Total,15258
1349,2706505,Passo de Camaragibe,2021,População residente estimada,Total,Total,15270
1350,2706604,Paulo Jacinto,2001,População residente estimada,Total,Total,7531
1351,2706604,Paulo Jacinto,2002,População residente estimada,Total,Total,7562
1352,2706604,Paulo Jacinto,2003,População residente estimada,Total,Total,7598
1353,2706604,Paulo Jacinto,2004,População residente estimada,Total,Total,7674
1354,2706604,Paulo Jacinto,2005,População residente estimada,Total,Total,7716
1355,2706604,Paulo Jacinto,2006,População residente estimada,Total,Total,7757
1356,2706604,Paulo Jacinto,2008,População residente estimada,Total,Total,7752
1357,2706604,Paulo Jacinto,2009,População residente estimada,Total,Total,7772
1358,2706604,Paulo Jacinto,2011,População residente estimada,Total,Total,7419
1359,2706604,Paulo Jacinto,2012,População residente estimada,Total,Total,7412
1360,2706604,Paulo Jacinto,2013,População residente estimada,Total,Total,7685
1361,2706604,Paulo Jacinto,2014,População residente estimada,Total,Total,7683
1362,2706604,Paulo Jacinto,2015,População residente estimada,Total,Total,7682
1363,2706604,Paulo Jacinto,2016,População residente estimada,Total,Total,7680
1364,2706604,Paulo Jacinto,2017,População residente estimada,Total,Total,7679
1365,2706604,Paulo Jacinto,2018,População residente estimada,Total,Total,7568
1366,2706604,Paulo Jacinto,2019,População residente estimada,Total,Total,7564
1367,2706604,Paulo Jacinto,2020,População residente estimada,Total,Total,7560
1368,2706604,Paulo Jacinto,2021,População residente estimada,Total,Total,7556
1369,2706703,Penedo,2001,População residente estimada,Total,Total,57550
1370,2706703,Penedo,2002,População residente estimada,Total,Total,57992
1371,2706703,Penedo,2003,População residente estimada,Total,Total,58456
1372,2706703,Penedo,2004,População residente estimada,Total,Total,59429
1373,2706703,Penedo,2005,População residente estimada,Total,Total,59968
1374,2706703,Penedo,2006,População residente estimada,Total,Total,60502
1375,2706703,Penedo,2008,População residente estimada,Total,Total,60750
1376,2706703,Penedo,2009,População residente estimada,Total,Total,61082
1377,2706703,Penedo,2011,População residente estimada,Total,Total,60638
1378,2706703,Penedo,2012,População residente estimada,Total,Total,60890
1379,2706703,Penedo,2013,População residente estimada,Total,Total,63595
1380,2706703,Penedo,2014,População residente estimada,Total,Total,63842
1381,2706703,Penedo,2015,População residente estimada,Total,Total,64074
1382,2706703,Penedo,2016,População residente estimada,Total,Total,64292
1383,2706703,Penedo,2017,População residente estimada,Total,Total,64497
1384,2706703,Penedo,2018,População residente estimada,Total,Total,63516
1385,2706703,Penedo,2019,População residente estimada,Total,Total,63683
1386,2706703,Penedo,2020,População residente estimada,Total,Total,63846
1387,2706703,Penedo,2021,População residente estimada,Total,Total,64005
1388,2706802,Piaçabuçu,2001,População residente estimada,Total,Total,16743
1389,2706802,Piaçabuçu,2002,População residente estimada,Total,Total,16746
1390,2706802,Piaçabuçu,2003,População residente estimada,Total,Total,16732
1391,2706802,Piaçabuçu,2004,População residente estimada,Total,Total,16704
1392,2706802,Piaçabuçu,2005,População residente estimada,Total,Total,16688
1393,2706802,Piaçabuçu,2006,População residente estimada,Total,Total,16672
1394,2706802,Piaçabuçu,2008,População residente estimada,Total,Total,17980
1395,2706802,Piaçabuçu,2009,População residente estimada,Total,Total,18087
1396,2706802,Piaçabuçu,2011,População residente estimada,Total,Total,17236
1397,2706802,Piaçabuçu,2012,População residente estimada,Total,Total,17268
1398,2706802,Piaçabuçu,2013,População residente estimada,Total,Total,17941
1399,2706802,Piaçabuçu,2014,População residente estimada,Total,Total,17977
1400,2706802,Piaçabuçu,2015,População residente estimada,Total,Total,18011
1401,2706802,Piaçabuçu,2016,População residente estimada,Total,Total,18043
1402,2706802,Piaçabuçu,2017,População residente estimada,Total,Total,18074
1403,2706802,Piaçabuçu,2018,População residente estimada,Total,Total,17805
1404,2706802,Piaçabuçu,2019,População residente estimada,Total,Total,17827
1405,2706802,Piaçabuçu,2020,População residente estimada,Total,Total,17848
1406,2706802,Piaçabuçu,2021,População residente estimada,Total,Total,17868
1407,2706901,Pilar,2001,População residente estimada,Total,Total,31391
1408,2706901,Pilar,2002,População residente estimada,Total,Total,31611
1409,2706901,Pilar,2003,População residente estimada,Total,Total,31801
1410,2706901,Pilar,2004,População residente estimada,Total,Total,32200
1411,2706901,Pilar,2005,População residente estimada,Total,Total,32421
1412,2706901,Pilar,2006,População residente estimada,Total,Total,32640
1413,2706901,Pilar,2008,População residente estimada,Total,Total,32546
1414,2706901,Pilar,2009,População residente estimada,Total,Total,32655
1415,2706901,Pilar,2011,População residente estimada,Total,Total,33467
1416,2706901,Pilar,2012,População residente estimada,Total,Total,33623
1417,2706901,Pilar,2013,População residente estimada,Total,Total,35003
1418,2706901,Pilar,2014,População residente estimada,Total,Total,35153
1419,2706901,Pilar,2015,População residente estimada,Total,Total,35295
1420,2706901,Pilar,2016,População residente estimada,Total,Total,35428
1421,2706901,Pilar,2017,População residente estimada,Total,Total,35552
1422,2706901,Pilar,2018,População residente estimada,Total,Total,35008
1423,2706901,Pilar,2019,População residente estimada,Total,Total,35111
1424,2706901,Pilar,2020,População residente estimada,Total,Total,35212
1425,2706901,Pilar,2021,População residente estimada,Total,Total,35310
1426,2707008,Pindoba,2001,População residente estimada,Total,Total,2830
1427,2707008,Pindoba,2002,População residente estimada,Total,Total,2753
1428,2707008,Pindoba,2003,População residente estimada,Total,Total,2673
1429,2707008,Pindoba,2004,População residente estimada,Total,Total,2504
1430,2707008,Pindoba,2005,População residente estimada,Total,Total,2411
1431,2707008,Pindoba,2006,População residente estimada,Total,Total,2318
1432,2707008,Pindoba,2008,População residente estimada,Total,Total,3218
1433,2707008,Pindoba,2009,População residente estimada,Total,Total,3246
1434,2707008,Pindoba,2011,População residente estimada,Total,Total,2862
1435,2707008,Pindoba,2012,População residente estimada,Total,Total,2857
1436,2707008,Pindoba,2013,População residente estimada,Total,Total,2961
1437,2707008,Pindoba,2014,População residente estimada,Total,Total,2958
1438,2707008,Pindoba,2015,População residente estimada,Total,Total,2956
1439,2707008,Pindoba,2016,População residente estimada,Total,Total,2954
1440,2707008,Pindoba,2017,População residente estimada,Total,Total,2953
1441,2707008,Pindoba,2018,População residente estimada,Total,Total,2911
1442,2707008,Pindoba,2019,População residente estimada,Total,Total,2908
1443,2707008,Pindoba,2020,População residente estimada,Total,Total,2905
1444,2707008,Pindoba,2021,População residente estimada,Total,Total,2903
1445,2707107,Piranhas,2001,População residente estimada,Total,Total,20704
1446,2707107,Piranhas,2002,População residente estimada,Total,Total,21175
1447,2707107,Piranhas,2003,População residente estimada,Total,Total,21716
1448,2707107,Piranhas,2004,População residente estimada,Total,Total,22854
1449,2707107,Piranhas,2005,População residente estimada,Total,Total,23483
1450,2707107,Piranhas,2006,População residente estimada,Total,Total,24108
1451,2707107,Piranhas,2008,População residente estimada,Total,Total,24651
1452,2707107,Piranhas,2009,População residente estimada,Total,Total,25107
1453,2707107,Piranhas,2011,População residente estimada,Total,Total,23279
1454,2707107,Piranhas,2012,População residente estimada,Total,Total,23504
1455,2707107,Piranhas,2013,População residente estimada,Total,Total,24556
1456,2707107,Piranhas,2014,População residente estimada,Total,Total,24759
1457,2707107,Piranhas,2015,População residente estimada,Total,Total,24950
1458,2707107,Piranhas,2016,População residente estimada,Total,Total,25130
1459,2707107,Piranhas,2017,População residente estimada,Total,Total,25298
1460,2707107,Piranhas,2018,População residente estimada,Total,Total,24891
1461,2707107,Piranhas,2019,População residente estimada,Total,Total,25039
1462,2707107,Piranhas,2020,População residente estimada,Total,Total,25183
1463,2707107,Piranhas,2021,População residente estimada,Total,Total,25324
1464,2707206,Poço das Trincheiras,2001,População residente estimada,Total,Total,13437
1465,2707206,Poço das Trincheiras,2002,População residente estimada,Total,Total,13587
1466,2707206,Poço das Trincheiras,2003,População residente estimada,Total,Total,13756
1467,2707206,Poço das Trincheiras,2004,População residente estimada,Total,Total,14111
1468,2707206,Poço das Trincheiras,2005,População residente estimada,Total,Total,14308
1469,2707206,Poço das Trincheiras,2006,População residente estimada,Total,Total,14503
1470,2707206,Poço das Trincheiras,2008,População residente estimada,Total,Total,12544
1471,2707206,Poço das Trincheiras,2009,População residente estimada,Total,Total,12463
1472,2707206,Poço das Trincheiras,2011,População residente estimada,Total,Total,13922
1473,2707206,Poço das Trincheiras,2012,População residente estimada,Total,Total,13845
1474,2707206,Poço das Trincheiras,2013,População residente estimada,Total,Total,14401
1475,2707206,Poço das Trincheiras,2014,População residente estimada,Total,Total,14449
1476,2707206,Poço das Trincheiras,2015,População residente estimada,Total,Total,14493
1477,2707206,Poço das Trincheiras,2016,População residente estimada,Total,Total,14535
1478,2707206,Poço das Trincheiras,2017,População residente estimada,Total,Total,14575
1479,2707206,Poço das Trincheiras,2018,População residente estimada,Total,Total,14354
1480,2707206,Poço das Trincheiras,2019,População residente estimada,Total,Total,14386
1481,2707206,Poço das Trincheiras,2020,População residente estimada,Total,Total,14418
1482,2707206,Poço das Trincheiras,2021,População residente estimada,Total,Total,14447
1483,2707305,Porto Calvo,2001,População residente estimada,Total,Total,24049
1484,2707305,Porto Calvo,2002,População residente estimada,Total,Total,24223
1485,2707305,Porto Calvo,2003,População residente estimada,Total,Total,24349
1486,2707305,Porto Calvo,2004,População residente estimada,Total,Total,24614
1487,2707305,Porto Calvo,2005,População residente estimada,Total,Total,24761
1488,2707305,Porto Calvo,2006,População residente estimada,Total,Total,24907
1489,2707305,Porto Calvo,2008,População residente estimada,Total,Total,25870
1490,2707305,Porto Calvo,2009,População residente estimada,Total,Total,26044
1491,2707305,Porto Calvo,2011,População residente estimada,Total,Total,25843
1492,2707305,Porto Calvo,2012,População residente estimada,Total,Total,25974
1493,2707305,Porto Calvo,2013,População residente estimada,Total,Total,27047
1494,2707305,Porto Calvo,2014,População residente estimada,Total,Total,27171
1495,2707305,Porto Calvo,2015,População residente estimada,Total,Total,27288
1496,2707305,Porto Calvo,2016,População residente estimada,Total,Total,27398
1497,2707305,Porto Calvo,2017,População residente estimada,Total,Total,27501
1498,2707305,Porto Calvo,2018,População residente estimada,Total,Total,27079
1499,2707305,Porto Calvo,2019,População residente estimada,Total,Total,27165
1500,2707305,Porto Calvo,2020,População residente estimada,Total,Total,27249
1501,2707305,Porto Calvo,2021,População residente estimada,Total,Total,27331
1502,2707404,Porto de Pedras,2001,População residente estimada,Total,Total,10297
1503,2707404,Porto de Pedras,2002,População residente estimada,Total,Total,10369
1504,2707404,Porto de Pedras,2003,População residente estimada,Total,Total,10430
1505,2707404,Porto de Pedras,2004,População residente estimada,Total,Total,10558
1506,2707404,Porto de Pedras,2005,População residente estimada,Total,Total,10628
1507,2707404,Porto de Pedras,2006,População residente estimada,Total,Total,10698
1508,2707404,Porto de Pedras,2008,População residente estimada,Total,Total,10620
1509,2707404,Porto de Pedras,2009,População residente estimada,Total,Total,10649
