_id,co_mun,no_mun,ano,variavel,pop_categoria,pop_subcategoria,valor
171,2700102,Água Branca,2010,População residente estimada,Por idade,De 45 a 49 anos,904
172,2700102,Água Branca,2010,População residente estimada,Por idade,De 5 a 9 anos,2269
173,2700102,Água Branca,2010,População residente estimada,Por idade,De 50 a 54 anos,672
174,2700102,Água Branca,2010,População residente estimada,Por idade,De 55 a 59 anos,643
175,2700102,Água Branca,2010,População residente estimada,Por idade,De 60 a 64 anos,636
176,2700102,Água Branca,2010,População residente estimada,Por idade,De 65 a 69 anos,540
177,2700102,Água Branca,2010,População residente estimada,Por idade,De 70 a 74 anos,387
178,2700102,Água Branca,2010,População residente estimada,Por idade,De 75 a 79 anos,266
179,2700102,Água Branca,2010,População residente estimada,Por idade,De 80 anos ou mais,314
180,2700102,Água Branca,2010,População residente estimada,Por idade,Total,19856
181,2700102,Água Branca,2011,População residente estimada,Por idade,De 0 a 4 anos,2003
182,2700102,Água Branca,2011,População residente estimada,Por idade,De 10 a 14 anos,2366
183,2700102,Água Branca,2011,População residente estimada,Por idade,De 15 a 19 anos,2146
184,2700102,Água Branca,2011,População residente estimada,Por idade,De 20 a 24 anos,1766
185,2700102,Água Branca,2011,População residente estimada,Por idade,De 25 a 29 anos,1482
186,2700102,Água Branca,2011,População residente estimada,Por idade,De 30 a 34 anos,1295
187,2700102,Água Branca,2011,População residente estimada,Por idade,De 35 a 39 anos,1134
188,2700102,Água Branca,2011,População residente estimada,Por idade,De 40 a 44 anos,1045
189,2700102,Água Branca,2011,População residente estimada,Por idade,De 45 a 49 anos,926
190,2700102,Água Branca,2011,População residente estimada,Por idade,De 5 a 9 anos,2207
191,2700102,Água Branca,2011,População residente estimada,Por idade,De 50 a 54 anos,714
192,2700102,Água Branca,2011,População residente estimada,Por idade,De 55 a 59 anos,643
193,2700102,Água Branca,2011,População residente estimada,Por idade,De 60 a 64 anos,630
194,2700102,Água Branca,2011,População residente estimada,Por idade,De 65 a 69 anos,547
195,2700102,Água Branca,2011,População residente estimada,Por idade,De 70 a 74 anos,403
196,2700102,Água Branca,2011,População residente estimada,Por idade,De 75 a 79 anos,274
