_id,co_reg_plan,no_reg_plan,ano,variavel,ensino_rede,ensino_tipo,valor
2275,2705.0,Baixo São Francisco,2021,Matrícula,Municipal,Ensino Médio,0.0
2276,2705.0,Baixo São Francisco,2021,Matrícula,Privada,Educação Infantil,448.0
2277,2705.0,Baixo São Francisco,2021,Matrícula,Privada,Educação Profissional,118.0
2278,2705.0,Baixo São Francisco,2021,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
2279,2705.0,Baixo São Francisco,2021,Matrícula,Privada,Ensino Fundamental,2031.0
2280,2705.0,Baixo São Francisco,2021,Matrícula,Privada,Ensino Médio,352.0
2281,2705.0,Baixo São Francisco,2021,Matrícula,Pública,Educação Infantil,5138.0
2282,2705.0,Baixo São Francisco,2021,Matrícula,Pública,Educação Profissional,860.0
2283,2705.0,Baixo São Francisco,2021,Matrícula,Pública,Educação de Jovens e Adultos (EJA),3693.0
2284,2705.0,Baixo São Francisco,2021,Matrícula,Pública,Ensino Fundamental,18845.0
2285,2705.0,Baixo São Francisco,2021,Matrícula,Pública,Ensino Médio,5170.0
2286,2705.0,Baixo São Francisco,2021,Matrícula,Total,Educação Infantil,5586.0
2287,2705.0,Baixo São Francisco,2021,Matrícula,Total,Educação Profissional,978.0
2288,2705.0,Baixo São Francisco,2021,Matrícula,Total,Educação de Jovens e Adultos (EJA),3693.0
2289,2705.0,Baixo São Francisco,2021,Matrícula,Total,Ensino Fundamental,20876.0
2290,2705.0,Baixo São Francisco,2021,Matrícula,Total,Ensino Médio,5522.0
2291,2705.0,Baixo São Francisco,2022,Matrícula,Estadual,Educação Infantil,37.0
2292,2705.0,Baixo São Francisco,2022,Matrícula,Estadual,Educação Profissional,225.0
2293,2705.0,Baixo São Francisco,2022,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1425.0
2294,2705.0,Baixo São Francisco,2022,Matrícula,Estadual,Ensino Fundamental,1916.0
2295,2705.0,Baixo São Francisco,2022,Matrícula,Estadual,Ensino Médio,4789.0
2296,2705.0,Baixo São Francisco,2022,Matrícula,Federal,Educação Infantil,0.0
2297,2705.0,Baixo São Francisco,2022,Matrícula,Federal,Educação Profissional,489.0
2298,2705.0,Baixo São Francisco,2022,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2299,2705.0,Baixo São Francisco,2022,Matrícula,Federal,Ensino Fundamental,0.0
2300,2705.0,Baixo São Francisco,2022,Matrícula,Federal,Ensino Médio,380.0
2301,2705.0,Baixo São Francisco,2022,Matrícula,Municipal,Educação Infantil,5128.0
2302,2705.0,Baixo São Francisco,2022,Matrícula,Municipal,Educação Profissional,1023.0
2303,2705.0,Baixo São Francisco,2022,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),3799.0
2304,2705.0,Baixo São Francisco,2022,Matrícula,Municipal,Ensino Fundamental,16306.0
2305,2705.0,Baixo São Francisco,2022,Matrícula,Municipal,Ensino Médio,0.0
2306,2705.0,Baixo São Francisco,2022,Matrícula,Privada,Educação Infantil,856.0
2307,2705.0,Baixo São Francisco,2022,Matrícula,Privada,Educação Profissional,142.0
2308,2705.0,Baixo São Francisco,2022,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
2309,2705.0,Baixo São Francisco,2022,Matrícula,Privada,Ensino Fundamental,2118.0
2310,2705.0,Baixo São Francisco,2022,Matrícula,Privada,Ensino Médio,351.0
2311,2705.0,Baixo São Francisco,2022,Matrícula,Pública,Educação Infantil,5165.0
2312,2705.0,Baixo São Francisco,2022,Matrícula,Pública,Educação Profissional,1737.0
2313,2705.0,Baixo São Francisco,2022,Matrícula,Pública,Educação de Jovens e Adultos (EJA),5224.0
2314,2705.0,Baixo São Francisco,2022,Matrícula,Pública,Ensino Fundamental,18222.0
2315,2705.0,Baixo São Francisco,2022,Matrícula,Pública,Ensino Médio,5169.0
2316,2705.0,Baixo São Francisco,2022,Matrícula,Total,Educação Infantil,6021.0
2317,2705.0,Baixo São Francisco,2022,Matrícula,Total,Educação Profissional,1879.0
2318,2705.0,Baixo São Francisco,2022,Matrícula,Total,Educação de Jovens e Adultos (EJA),5224.0
2319,2705.0,Baixo São Francisco,2022,Matrícula,Total,Ensino Fundamental,20340.0
2320,2705.0,Baixo São Francisco,2022,Matrícula,Total,Ensino Médio,5520.0
2321,2706.0,Tabuleiros Do Sul,2007,Matrícula,Estadual,Educação Infantil,0.0
2322,2706.0,Tabuleiros Do Sul,2007,Matrícula,Estadual,Educação Profissional,54.0
2323,2706.0,Tabuleiros Do Sul,2007,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1778.0
2324,2706.0,Tabuleiros Do Sul,2007,Matrícula,Estadual,Ensino Fundamental,1894.0
2325,2706.0,Tabuleiros Do Sul,2007,Matrícula,Estadual,Ensino Médio,7466.0
2326,2706.0,Tabuleiros Do Sul,2007,Matrícula,Municipal,Educação Infantil,9935.0
2327,2706.0,Tabuleiros Do Sul,2007,Matrícula,Municipal,Educação Profissional,0.0
2328,2706.0,Tabuleiros Do Sul,2007,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6831.0
2329,2706.0,Tabuleiros Do Sul,2007,Matrícula,Municipal,Ensino Fundamental,62344.0
2330,2706.0,Tabuleiros Do Sul,2007,Matrícula,Municipal,Ensino Médio,3062.0
2331,2706.0,Tabuleiros Do Sul,2007,Matrícula,Privada,Educação Infantil,1308.0
2332,2706.0,Tabuleiros Do Sul,2007,Matrícula,Privada,Educação Profissional,25.0
2333,2706.0,Tabuleiros Do Sul,2007,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
2334,2706.0,Tabuleiros Do Sul,2007,Matrícula,Privada,Ensino Fundamental,2611.0
2335,2706.0,Tabuleiros Do Sul,2007,Matrícula,Privada,Ensino Médio,648.0
2336,2706.0,Tabuleiros Do Sul,2007,Matrícula,Pública,Educação Infantil,9935.0
2337,2706.0,Tabuleiros Do Sul,2007,Matrícula,Pública,Educação Profissional,54.0
2338,2706.0,Tabuleiros Do Sul,2007,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8609.0
2339,2706.0,Tabuleiros Do Sul,2007,Matrícula,Pública,Ensino Fundamental,64238.0
2340,2706.0,Tabuleiros Do Sul,2007,Matrícula,Pública,Ensino Médio,10528.0
2341,2706.0,Tabuleiros Do Sul,2007,Matrícula,Total,Educação Infantil,11243.0
2342,2706.0,Tabuleiros Do Sul,2007,Matrícula,Total,Educação Profissional,79.0
2343,2706.0,Tabuleiros Do Sul,2007,Matrícula,Total,Educação de Jovens e Adultos (EJA),8609.0
2344,2706.0,Tabuleiros Do Sul,2007,Matrícula,Total,Ensino Fundamental,66849.0
2345,2706.0,Tabuleiros Do Sul,2007,Matrícula,Total,Ensino Médio,11176.0
2346,2706.0,Tabuleiros Do Sul,2008,Matrícula,Estadual,Educação Infantil,0.0
2347,2706.0,Tabuleiros Do Sul,2008,Matrícula,Estadual,Educação Profissional,88.0
2348,2706.0,Tabuleiros Do Sul,2008,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1134.0
2349,2706.0,Tabuleiros Do Sul,2008,Matrícula,Estadual,Ensino Fundamental,1389.0
2350,2706.0,Tabuleiros Do Sul,2008,Matrícula,Estadual,Ensino Médio,8445.0
2351,2706.0,Tabuleiros Do Sul,2008,Matrícula,Municipal,Educação Infantil,9863.0
2352,2706.0,Tabuleiros Do Sul,2008,Matrícula,Municipal,Educação Profissional,0.0
2353,2706.0,Tabuleiros Do Sul,2008,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6777.0
2354,2706.0,Tabuleiros Do Sul,2008,Matrícula,Municipal,Ensino Fundamental,62026.0
2355,2706.0,Tabuleiros Do Sul,2008,Matrícula,Municipal,Ensino Médio,2239.0
2356,2706.0,Tabuleiros Do Sul,2008,Matrícula,Privada,Educação Infantil,1281.0
2357,2706.0,Tabuleiros Do Sul,2008,Matrícula,Privada,Educação Profissional,22.0
2358,2706.0,Tabuleiros Do Sul,2008,Matrícula,Privada,Educação de Jovens e Adultos (EJA),326.0
2359,2706.0,Tabuleiros Do Sul,2008,Matrícula,Privada,Ensino Fundamental,2917.0
2360,2706.0,Tabuleiros Do Sul,2008,Matrícula,Privada,Ensino Médio,773.0
2361,2706.0,Tabuleiros Do Sul,2008,Matrícula,Pública,Educação Infantil,9863.0
2362,2706.0,Tabuleiros Do Sul,2008,Matrícula,Pública,Educação Profissional,88.0
2363,2706.0,Tabuleiros Do Sul,2008,Matrícula,Pública,Educação de Jovens e Adultos (EJA),7911.0
2364,2706.0,Tabuleiros Do Sul,2008,Matrícula,Pública,Ensino Fundamental,63415.0
2365,2706.0,Tabuleiros Do Sul,2008,Matrícula,Pública,Ensino Médio,10684.0
2366,2706.0,Tabuleiros Do Sul,2008,Matrícula,Total,Educação Infantil,11144.0
2367,2706.0,Tabuleiros Do Sul,2008,Matrícula,Total,Educação Profissional,110.0
2368,2706.0,Tabuleiros Do Sul,2008,Matrícula,Total,Educação de Jovens e Adultos (EJA),8237.0
2369,2706.0,Tabuleiros Do Sul,2008,Matrícula,Total,Ensino Fundamental,66332.0
2370,2706.0,Tabuleiros Do Sul,2008,Matrícula,Total,Ensino Médio,11457.0
2371,2706.0,Tabuleiros Do Sul,2009,Matrícula,Estadual,Educação Infantil,0.0
2372,2706.0,Tabuleiros Do Sul,2009,Matrícula,Estadual,Educação Profissional,44.0
2373,2706.0,Tabuleiros Do Sul,2009,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1348.0
2374,2706.0,Tabuleiros Do Sul,2009,Matrícula,Estadual,Ensino Fundamental,1319.0
2375,2706.0,Tabuleiros Do Sul,2009,Matrícula,Estadual,Ensino Médio,11186.0
2376,2706.0,Tabuleiros Do Sul,2009,Matrícula,Municipal,Educação Infantil,10334.0
2377,2706.0,Tabuleiros Do Sul,2009,Matrícula,Municipal,Educação Profissional,0.0
2378,2706.0,Tabuleiros Do Sul,2009,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7734.0
2379,2706.0,Tabuleiros Do Sul,2009,Matrícula,Municipal,Ensino Fundamental,60110.0
2380,2706.0,Tabuleiros Do Sul,2009,Matrícula,Municipal,Ensino Médio,128.0
2381,2706.0,Tabuleiros Do Sul,2009,Matrícula,Privada,Educação Infantil,1177.0
2382,2706.0,Tabuleiros Do Sul,2009,Matrícula,Privada,Educação Profissional,8.0
2383,2706.0,Tabuleiros Do Sul,2009,Matrícula,Privada,Educação de Jovens e Adultos (EJA),126.0
2384,2706.0,Tabuleiros Do Sul,2009,Matrícula,Privada,Ensino Fundamental,3169.0
2385,2706.0,Tabuleiros Do Sul,2009,Matrícula,Privada,Ensino Médio,741.0
2386,2706.0,Tabuleiros Do Sul,2009,Matrícula,Pública,Educação Infantil,10334.0
2387,2706.0,Tabuleiros Do Sul,2009,Matrícula,Pública,Educação Profissional,44.0
2388,2706.0,Tabuleiros Do Sul,2009,Matrícula,Pública,Educação de Jovens e Adultos (EJA),9082.0
2389,2706.0,Tabuleiros Do Sul,2009,Matrícula,Pública,Ensino Fundamental,61429.0
2390,2706.0,Tabuleiros Do Sul,2009,Matrícula,Pública,Ensino Médio,11314.0
2391,2706.0,Tabuleiros Do Sul,2009,Matrícula,Total,Educação Infantil,11511.0
2392,2706.0,Tabuleiros Do Sul,2009,Matrícula,Total,Educação Profissional,52.0
2393,2706.0,Tabuleiros Do Sul,2009,Matrícula,Total,Educação de Jovens e Adultos (EJA),9208.0
2394,2706.0,Tabuleiros Do Sul,2009,Matrícula,Total,Ensino Fundamental,64598.0
2395,2706.0,Tabuleiros Do Sul,2009,Matrícula,Total,Ensino Médio,12055.0
2396,2706.0,Tabuleiros Do Sul,2010,Matrícula,Estadual,Educação Infantil,0.0
2397,2706.0,Tabuleiros Do Sul,2010,Matrícula,Estadual,Educação Profissional,418.0
2398,2706.0,Tabuleiros Do Sul,2010,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),931.0
2399,2706.0,Tabuleiros Do Sul,2010,Matrícula,Estadual,Ensino Fundamental,680.0
2400,2706.0,Tabuleiros Do Sul,2010,Matrícula,Estadual,Ensino Médio,11486.0
2401,2706.0,Tabuleiros Do Sul,2010,Matrícula,Municipal,Educação Infantil,10133.0
2402,2706.0,Tabuleiros Do Sul,2010,Matrícula,Municipal,Educação Profissional,0.0
2403,2706.0,Tabuleiros Do Sul,2010,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7045.0
2404,2706.0,Tabuleiros Do Sul,2010,Matrícula,Municipal,Ensino Fundamental,57677.0
2405,2706.0,Tabuleiros Do Sul,2010,Matrícula,Municipal,Ensino Médio,0.0
2406,2706.0,Tabuleiros Do Sul,2010,Matrícula,Privada,Educação Infantil,1556.0
2407,2706.0,Tabuleiros Do Sul,2010,Matrícula,Privada,Educação Profissional,11.0
2408,2706.0,Tabuleiros Do Sul,2010,Matrícula,Privada,Educação de Jovens e Adultos (EJA),74.0
2409,2706.0,Tabuleiros Do Sul,2010,Matrícula,Privada,Ensino Fundamental,3482.0
2410,2706.0,Tabuleiros Do Sul,2010,Matrícula,Privada,Ensino Médio,853.0
2411,2706.0,Tabuleiros Do Sul,2010,Matrícula,Pública,Educação Infantil,10133.0
2412,2706.0,Tabuleiros Do Sul,2010,Matrícula,Pública,Educação Profissional,418.0
2413,2706.0,Tabuleiros Do Sul,2010,Matrícula,Pública,Educação de Jovens e Adultos (EJA),7976.0
2414,2706.0,Tabuleiros Do Sul,2010,Matrícula,Pública,Ensino Fundamental,58357.0
2415,2706.0,Tabuleiros Do Sul,2010,Matrícula,Pública,Ensino Médio,11486.0
2416,2706.0,Tabuleiros Do Sul,2010,Matrícula,Total,Educação Infantil,11689.0
2417,2706.0,Tabuleiros Do Sul,2010,Matrícula,Total,Educação Profissional,429.0
2418,2706.0,Tabuleiros Do Sul,2010,Matrícula,Total,Educação de Jovens e Adultos (EJA),8050.0
2419,2706.0,Tabuleiros Do Sul,2010,Matrícula,Total,Ensino Fundamental,61839.0
2420,2706.0,Tabuleiros Do Sul,2010,Matrícula,Total,Ensino Médio,12339.0
2421,2706.0,Tabuleiros Do Sul,2011,Matrícula,Estadual,Educação Infantil,0.0
2422,2706.0,Tabuleiros Do Sul,2011,Matrícula,Estadual,Educação Profissional,459.0
2423,2706.0,Tabuleiros Do Sul,2011,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2215.0
2424,2706.0,Tabuleiros Do Sul,2011,Matrícula,Estadual,Ensino Fundamental,419.0
2425,2706.0,Tabuleiros Do Sul,2011,Matrícula,Estadual,Ensino Médio,12148.0
2426,2706.0,Tabuleiros Do Sul,2011,Matrícula,Federal,Educação Infantil,0.0
2427,2706.0,Tabuleiros Do Sul,2011,Matrícula,Federal,Educação Profissional,158.0
2428,2706.0,Tabuleiros Do Sul,2011,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2429,2706.0,Tabuleiros Do Sul,2011,Matrícula,Federal,Ensino Fundamental,0.0
2430,2706.0,Tabuleiros Do Sul,2011,Matrícula,Federal,Ensino Médio,0.0
2431,2706.0,Tabuleiros Do Sul,2011,Matrícula,Municipal,Educação Infantil,9979.0
2432,2706.0,Tabuleiros Do Sul,2011,Matrícula,Municipal,Educação Profissional,114.0
2433,2706.0,Tabuleiros Do Sul,2011,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6767.0
2434,2706.0,Tabuleiros Do Sul,2011,Matrícula,Municipal,Ensino Fundamental,55294.0
2435,2706.0,Tabuleiros Do Sul,2011,Matrícula,Municipal,Ensino Médio,0.0
2436,2706.0,Tabuleiros Do Sul,2011,Matrícula,Privada,Educação Infantil,1841.0
2437,2706.0,Tabuleiros Do Sul,2011,Matrícula,Privada,Educação Profissional,0.0
2438,2706.0,Tabuleiros Do Sul,2011,Matrícula,Privada,Educação de Jovens e Adultos (EJA),121.0
2439,2706.0,Tabuleiros Do Sul,2011,Matrícula,Privada,Ensino Fundamental,3646.0
2440,2706.0,Tabuleiros Do Sul,2011,Matrícula,Privada,Ensino Médio,708.0
2441,2706.0,Tabuleiros Do Sul,2011,Matrícula,Pública,Educação Infantil,9979.0
2442,2706.0,Tabuleiros Do Sul,2011,Matrícula,Pública,Educação Profissional,731.0
2443,2706.0,Tabuleiros Do Sul,2011,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8982.0
2444,2706.0,Tabuleiros Do Sul,2011,Matrícula,Pública,Ensino Fundamental,55713.0
2445,2706.0,Tabuleiros Do Sul,2011,Matrícula,Pública,Ensino Médio,12148.0
2446,2706.0,Tabuleiros Do Sul,2011,Matrícula,Total,Educação Infantil,11820.0
2447,2706.0,Tabuleiros Do Sul,2011,Matrícula,Total,Educação Profissional,731.0
2448,2706.0,Tabuleiros Do Sul,2011,Matrícula,Total,Educação de Jovens e Adultos (EJA),9103.0
2449,2706.0,Tabuleiros Do Sul,2011,Matrícula,Total,Ensino Fundamental,59359.0
2450,2706.0,Tabuleiros Do Sul,2011,Matrícula,Total,Ensino Médio,12856.0
2451,2706.0,Tabuleiros Do Sul,2012,Matrícula,Estadual,Educação Infantil,0.0
2452,2706.0,Tabuleiros Do Sul,2012,Matrícula,Estadual,Educação Profissional,531.0
2453,2706.0,Tabuleiros Do Sul,2012,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1925.0
2454,2706.0,Tabuleiros Do Sul,2012,Matrícula,Estadual,Ensino Fundamental,265.0
2455,2706.0,Tabuleiros Do Sul,2012,Matrícula,Estadual,Ensino Médio,11823.0
2456,2706.0,Tabuleiros Do Sul,2012,Matrícula,Federal,Educação Infantil,0.0
2457,2706.0,Tabuleiros Do Sul,2012,Matrícula,Federal,Educação Profissional,159.0
2458,2706.0,Tabuleiros Do Sul,2012,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2459,2706.0,Tabuleiros Do Sul,2012,Matrícula,Federal,Ensino Fundamental,0.0
2460,2706.0,Tabuleiros Do Sul,2012,Matrícula,Federal,Ensino Médio,0.0
2461,2706.0,Tabuleiros Do Sul,2012,Matrícula,Municipal,Educação Infantil,10216.0
2462,2706.0,Tabuleiros Do Sul,2012,Matrícula,Municipal,Educação Profissional,396.0
2463,2706.0,Tabuleiros Do Sul,2012,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6690.0
2464,2706.0,Tabuleiros Do Sul,2012,Matrícula,Municipal,Ensino Fundamental,52045.0
2465,2706.0,Tabuleiros Do Sul,2012,Matrícula,Municipal,Ensino Médio,0.0
2466,2706.0,Tabuleiros Do Sul,2012,Matrícula,Privada,Educação Infantil,2185.0
2467,2706.0,Tabuleiros Do Sul,2012,Matrícula,Privada,Educação Profissional,0.0
2468,2706.0,Tabuleiros Do Sul,2012,Matrícula,Privada,Educação de Jovens e Adultos (EJA),80.0
2469,2706.0,Tabuleiros Do Sul,2012,Matrícula,Privada,Ensino Fundamental,4113.0
2470,2706.0,Tabuleiros Do Sul,2012,Matrícula,Privada,Ensino Médio,685.0
2471,2706.0,Tabuleiros Do Sul,2012,Matrícula,Pública,Educação Infantil,10216.0
2472,2706.0,Tabuleiros Do Sul,2012,Matrícula,Pública,Educação Profissional,1086.0
2473,2706.0,Tabuleiros Do Sul,2012,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8615.0
2474,2706.0,Tabuleiros Do Sul,2012,Matrícula,Pública,Ensino Fundamental,52310.0
2475,2706.0,Tabuleiros Do Sul,2012,Matrícula,Pública,Ensino Médio,11823.0
2476,2706.0,Tabuleiros Do Sul,2012,Matrícula,Total,Educação Infantil,12401.0
2477,2706.0,Tabuleiros Do Sul,2012,Matrícula,Total,Educação Profissional,1086.0
2478,2706.0,Tabuleiros Do Sul,2012,Matrícula,Total,Educação de Jovens e Adultos (EJA),8695.0
2479,2706.0,Tabuleiros Do Sul,2012,Matrícula,Total,Ensino Fundamental,56423.0
2480,2706.0,Tabuleiros Do Sul,2012,Matrícula,Total,Ensino Médio,12508.0
2481,2706.0,Tabuleiros Do Sul,2013,Matrícula,Estadual,Educação Infantil,0.0
2482,2706.0,Tabuleiros Do Sul,2013,Matrícula,Estadual,Educação Profissional,234.0
2483,2706.0,Tabuleiros Do Sul,2013,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1427.0
2484,2706.0,Tabuleiros Do Sul,2013,Matrícula,Estadual,Ensino Fundamental,106.0
2485,2706.0,Tabuleiros Do Sul,2013,Matrícula,Estadual,Ensino Médio,12988.0
2486,2706.0,Tabuleiros Do Sul,2013,Matrícula,Federal,Educação Infantil,0.0
2487,2706.0,Tabuleiros Do Sul,2013,Matrícula,Federal,Educação Profissional,157.0
2488,2706.0,Tabuleiros Do Sul,2013,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2489,2706.0,Tabuleiros Do Sul,2013,Matrícula,Federal,Ensino Fundamental,0.0
2490,2706.0,Tabuleiros Do Sul,2013,Matrícula,Federal,Ensino Médio,0.0
2491,2706.0,Tabuleiros Do Sul,2013,Matrícula,Municipal,Educação Infantil,11907.0
2492,2706.0,Tabuleiros Do Sul,2013,Matrícula,Municipal,Educação Profissional,612.0
2493,2706.0,Tabuleiros Do Sul,2013,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7746.0
2494,2706.0,Tabuleiros Do Sul,2013,Matrícula,Municipal,Ensino Fundamental,49461.0
2495,2706.0,Tabuleiros Do Sul,2013,Matrícula,Municipal,Ensino Médio,0.0
2496,2706.0,Tabuleiros Do Sul,2013,Matrícula,Privada,Educação Infantil,2153.0
2497,2706.0,Tabuleiros Do Sul,2013,Matrícula,Privada,Educação Profissional,0.0
2498,2706.0,Tabuleiros Do Sul,2013,Matrícula,Privada,Educação de Jovens e Adultos (EJA),74.0
2499,2706.0,Tabuleiros Do Sul,2013,Matrícula,Privada,Ensino Fundamental,4159.0
2500,2706.0,Tabuleiros Do Sul,2013,Matrícula,Privada,Ensino Médio,655.0
2501,2706.0,Tabuleiros Do Sul,2013,Matrícula,Pública,Educação Infantil,11907.0
2502,2706.0,Tabuleiros Do Sul,2013,Matrícula,Pública,Educação Profissional,1003.0
2503,2706.0,Tabuleiros Do Sul,2013,Matrícula,Pública,Educação de Jovens e Adultos (EJA),9173.0
2504,2706.0,Tabuleiros Do Sul,2013,Matrícula,Pública,Ensino Fundamental,49567.0
2505,2706.0,Tabuleiros Do Sul,2013,Matrícula,Pública,Ensino Médio,12988.0
2506,2706.0,Tabuleiros Do Sul,2013,Matrícula,Total,Educação Infantil,14060.0
2507,2706.0,Tabuleiros Do Sul,2013,Matrícula,Total,Educação Profissional,1003.0
2508,2706.0,Tabuleiros Do Sul,2013,Matrícula,Total,Educação de Jovens e Adultos (EJA),9247.0
2509,2706.0,Tabuleiros Do Sul,2013,Matrícula,Total,Ensino Fundamental,53726.0
2510,2706.0,Tabuleiros Do Sul,2013,Matrícula,Total,Ensino Médio,13643.0
2511,2706.0,Tabuleiros Do Sul,2014,Matrícula,Estadual,Educação Infantil,0.0
2512,2706.0,Tabuleiros Do Sul,2014,Matrícula,Estadual,Educação Profissional,1181.0
2513,2706.0,Tabuleiros Do Sul,2014,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1962.0
2514,2706.0,Tabuleiros Do Sul,2014,Matrícula,Estadual,Ensino Fundamental,0.0
2515,2706.0,Tabuleiros Do Sul,2014,Matrícula,Estadual,Ensino Médio,11501.0
2516,2706.0,Tabuleiros Do Sul,2014,Matrícula,Federal,Educação Infantil,0.0
2517,2706.0,Tabuleiros Do Sul,2014,Matrícula,Federal,Educação Profissional,151.0
2518,2706.0,Tabuleiros Do Sul,2014,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2519,2706.0,Tabuleiros Do Sul,2014,Matrícula,Federal,Ensino Fundamental,0.0
2520,2706.0,Tabuleiros Do Sul,2014,Matrícula,Federal,Ensino Médio,0.0
2521,2706.0,Tabuleiros Do Sul,2014,Matrícula,Municipal,Educação Infantil,12240.0
2522,2706.0,Tabuleiros Do Sul,2014,Matrícula,Municipal,Educação Profissional,422.0
2523,2706.0,Tabuleiros Do Sul,2014,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),9409.0
2524,2706.0,Tabuleiros Do Sul,2014,Matrícula,Municipal,Ensino Fundamental,46447.0
2525,2706.0,Tabuleiros Do Sul,2014,Matrícula,Municipal,Ensino Médio,0.0
2526,2706.0,Tabuleiros Do Sul,2014,Matrícula,Privada,Educação Infantil,1890.0
2527,2706.0,Tabuleiros Do Sul,2014,Matrícula,Privada,Educação Profissional,260.0
2528,2706.0,Tabuleiros Do Sul,2014,Matrícula,Privada,Educação de Jovens e Adultos (EJA),92.0
2529,2706.0,Tabuleiros Do Sul,2014,Matrícula,Privada,Ensino Fundamental,3748.0
2530,2706.0,Tabuleiros Do Sul,2014,Matrícula,Privada,Ensino Médio,650.0
2531,2706.0,Tabuleiros Do Sul,2014,Matrícula,Pública,Educação Infantil,12240.0
2532,2706.0,Tabuleiros Do Sul,2014,Matrícula,Pública,Educação Profissional,1754.0
2533,2706.0,Tabuleiros Do Sul,2014,Matrícula,Pública,Educação de Jovens e Adultos (EJA),11371.0
2534,2706.0,Tabuleiros Do Sul,2014,Matrícula,Pública,Ensino Fundamental,46447.0
2535,2706.0,Tabuleiros Do Sul,2014,Matrícula,Pública,Ensino Médio,11501.0
2536,2706.0,Tabuleiros Do Sul,2014,Matrícula,Total,Educação Infantil,14130.0
2537,2706.0,Tabuleiros Do Sul,2014,Matrícula,Total,Educação Profissional,2014.0
2538,2706.0,Tabuleiros Do Sul,2014,Matrícula,Total,Educação de Jovens e Adultos (EJA),11463.0
2539,2706.0,Tabuleiros Do Sul,2014,Matrícula,Total,Ensino Fundamental,50195.0
2540,2706.0,Tabuleiros Do Sul,2014,Matrícula,Total,Ensino Médio,12151.0
2541,2706.0,Tabuleiros Do Sul,2015,Matrícula,Estadual,Educação Infantil,0.0
2542,2706.0,Tabuleiros Do Sul,2015,Matrícula,Estadual,Educação Profissional,1123.0
2543,2706.0,Tabuleiros Do Sul,2015,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2652.0
2544,2706.0,Tabuleiros Do Sul,2015,Matrícula,Estadual,Ensino Fundamental,0.0
2545,2706.0,Tabuleiros Do Sul,2015,Matrícula,Estadual,Ensino Médio,10569.0
2546,2706.0,Tabuleiros Do Sul,2015,Matrícula,Federal,Educação Infantil,0.0
2547,2706.0,Tabuleiros Do Sul,2015,Matrícula,Federal,Educação Profissional,512.0
2548,2706.0,Tabuleiros Do Sul,2015,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
2549,2706.0,Tabuleiros Do Sul,2015,Matrícula,Federal,Ensino Fundamental,0.0
2550,2706.0,Tabuleiros Do Sul,2015,Matrícula,Federal,Ensino Médio,78.0
2551,2706.0,Tabuleiros Do Sul,2015,Matrícula,Municipal,Educação Infantil,12693.0
2552,2706.0,Tabuleiros Do Sul,2015,Matrícula,Municipal,Educação Profissional,206.0
2553,2706.0,Tabuleiros Do Sul,2015,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),8985.0
2554,2706.0,Tabuleiros Do Sul,2015,Matrícula,Municipal,Ensino Fundamental,45034.0
2555,2706.0,Tabuleiros Do Sul,2015,Matrícula,Municipal,Ensino Médio,0.0
2556,2706.0,Tabuleiros Do Sul,2015,Matrícula,Privada,Educação Infantil,1849.0
2557,2706.0,Tabuleiros Do Sul,2015,Matrícula,Privada,Educação Profissional,163.0
2558,2706.0,Tabuleiros Do Sul,2015,Matrícula,Privada,Educação de Jovens e Adultos (EJA),84.0
2559,2706.0,Tabuleiros Do Sul,2015,Matrícula,Privada,Ensino Fundamental,4274.0
2560,2706.0,Tabuleiros Do Sul,2015,Matrícula,Privada,Ensino Médio,603.0
