_id,co_reg_plan,no_reg_plan,ano,variavel,ensino_rede,ensino_tipo,valor
918,2702.0,Médio Sertão,2022,Matrícula,Total,Educação de Jovens e Adultos (EJA),14687.0
919,2702.0,Médio Sertão,2022,Matrícula,Total,Ensino Fundamental,35220.0
920,2702.0,Médio Sertão,2022,Matrícula,Total,Ensino Médio,9747.0
921,2703.0,Planalto Da Borborema,2007,Matrícula,Estadual,Educação Infantil,334.0
922,2703.0,Planalto Da Borborema,2007,Matrícula,Estadual,Educação Profissional,1549.0
923,2703.0,Planalto Da Borborema,2007,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),4059.0
924,2703.0,Planalto Da Borborema,2007,Matrícula,Estadual,Ensino Fundamental,11168.0
925,2703.0,Planalto Da Borborema,2007,Matrícula,Estadual,Ensino Médio,9648.0
926,2703.0,Planalto Da Borborema,2007,Matrícula,Federal,Educação Infantil,0.0
927,2703.0,Planalto Da Borborema,2007,Matrícula,Federal,Educação Profissional,291.0
928,2703.0,Planalto Da Borborema,2007,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
929,2703.0,Planalto Da Borborema,2007,Matrícula,Federal,Ensino Fundamental,0.0
930,2703.0,Planalto Da Borborema,2007,Matrícula,Federal,Ensino Médio,445.0
931,2703.0,Planalto Da Borborema,2007,Matrícula,Municipal,Educação Infantil,7890.0
932,2703.0,Planalto Da Borborema,2007,Matrícula,Municipal,Educação Profissional,496.0
933,2703.0,Planalto Da Borborema,2007,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7089.0
934,2703.0,Planalto Da Borborema,2007,Matrícula,Municipal,Ensino Fundamental,39648.0
935,2703.0,Planalto Da Borborema,2007,Matrícula,Municipal,Ensino Médio,1157.0
936,2703.0,Planalto Da Borborema,2007,Matrícula,Privada,Educação Infantil,815.0
937,2703.0,Planalto Da Borborema,2007,Matrícula,Privada,Educação Profissional,193.0
938,2703.0,Planalto Da Borborema,2007,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
939,2703.0,Planalto Da Borborema,2007,Matrícula,Privada,Ensino Fundamental,2542.0
940,2703.0,Planalto Da Borborema,2007,Matrícula,Privada,Ensino Médio,758.0
941,2703.0,Planalto Da Borborema,2007,Matrícula,Pública,Educação Infantil,8224.0
942,2703.0,Planalto Da Borborema,2007,Matrícula,Pública,Educação Profissional,2336.0
943,2703.0,Planalto Da Borborema,2007,Matrícula,Pública,Educação de Jovens e Adultos (EJA),11148.0
944,2703.0,Planalto Da Borborema,2007,Matrícula,Pública,Ensino Fundamental,50816.0
945,2703.0,Planalto Da Borborema,2007,Matrícula,Pública,Ensino Médio,11250.0
946,2703.0,Planalto Da Borborema,2007,Matrícula,Total,Educação Infantil,9039.0
947,2703.0,Planalto Da Borborema,2007,Matrícula,Total,Educação Profissional,2529.0
948,2703.0,Planalto Da Borborema,2007,Matrícula,Total,Educação de Jovens e Adultos (EJA),11148.0
949,2703.0,Planalto Da Borborema,2007,Matrícula,Total,Ensino Fundamental,53358.0
950,2703.0,Planalto Da Borborema,2007,Matrícula,Total,Ensino Médio,12008.0
951,2703.0,Planalto Da Borborema,2008,Matrícula,Estadual,Educação Infantil,322.0
952,2703.0,Planalto Da Borborema,2008,Matrícula,Estadual,Educação Profissional,1437.0
953,2703.0,Planalto Da Borborema,2008,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2969.0
954,2703.0,Planalto Da Borborema,2008,Matrícula,Estadual,Ensino Fundamental,10569.0
955,2703.0,Planalto Da Borborema,2008,Matrícula,Estadual,Ensino Médio,9033.0
956,2703.0,Planalto Da Borborema,2008,Matrícula,Federal,Educação Infantil,0.0
957,2703.0,Planalto Da Borborema,2008,Matrícula,Federal,Educação Profissional,518.0
958,2703.0,Planalto Da Borborema,2008,Matrícula,Federal,Educação de Jovens e Adultos (EJA),35.0
959,2703.0,Planalto Da Borborema,2008,Matrícula,Federal,Ensino Fundamental,0.0
960,2703.0,Planalto Da Borborema,2008,Matrícula,Federal,Ensino Médio,480.0
961,2703.0,Planalto Da Borborema,2008,Matrícula,Municipal,Educação Infantil,7058.0
962,2703.0,Planalto Da Borborema,2008,Matrícula,Municipal,Educação Profissional,833.0
963,2703.0,Planalto Da Borborema,2008,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6334.0
964,2703.0,Planalto Da Borborema,2008,Matrícula,Municipal,Ensino Fundamental,38387.0
965,2703.0,Planalto Da Borborema,2008,Matrícula,Municipal,Ensino Médio,1162.0
966,2703.0,Planalto Da Borborema,2008,Matrícula,Privada,Educação Infantil,876.0
967,2703.0,Planalto Da Borborema,2008,Matrícula,Privada,Educação Profissional,251.0
968,2703.0,Planalto Da Borborema,2008,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
969,2703.0,Planalto Da Borborema,2008,Matrícula,Privada,Ensino Fundamental,2935.0
970,2703.0,Planalto Da Borborema,2008,Matrícula,Privada,Ensino Médio,781.0
971,2703.0,Planalto Da Borborema,2008,Matrícula,Pública,Educação Infantil,7380.0
972,2703.0,Planalto Da Borborema,2008,Matrícula,Pública,Educação Profissional,2788.0
973,2703.0,Planalto Da Borborema,2008,Matrícula,Pública,Educação de Jovens e Adultos (EJA),9338.0
974,2703.0,Planalto Da Borborema,2008,Matrícula,Pública,Ensino Fundamental,48956.0
975,2703.0,Planalto Da Borborema,2008,Matrícula,Pública,Ensino Médio,10675.0
976,2703.0,Planalto Da Borborema,2008,Matrícula,Total,Educação Infantil,8256.0
977,2703.0,Planalto Da Borborema,2008,Matrícula,Total,Educação Profissional,3039.0
978,2703.0,Planalto Da Borborema,2008,Matrícula,Total,Educação de Jovens e Adultos (EJA),9338.0
979,2703.0,Planalto Da Borborema,2008,Matrícula,Total,Ensino Fundamental,51891.0
980,2703.0,Planalto Da Borborema,2008,Matrícula,Total,Ensino Médio,11456.0
981,2703.0,Planalto Da Borborema,2009,Matrícula,Estadual,Educação Infantil,250.0
982,2703.0,Planalto Da Borborema,2009,Matrícula,Estadual,Educação Profissional,1717.0
983,2703.0,Planalto Da Borborema,2009,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2941.0
984,2703.0,Planalto Da Borborema,2009,Matrícula,Estadual,Ensino Fundamental,10505.0
985,2703.0,Planalto Da Borborema,2009,Matrícula,Estadual,Ensino Médio,10115.0
986,2703.0,Planalto Da Borborema,2009,Matrícula,Federal,Educação Infantil,0.0
987,2703.0,Planalto Da Borborema,2009,Matrícula,Federal,Educação Profissional,744.0
988,2703.0,Planalto Da Borborema,2009,Matrícula,Federal,Educação de Jovens e Adultos (EJA),56.0
989,2703.0,Planalto Da Borborema,2009,Matrícula,Federal,Ensino Fundamental,0.0
990,2703.0,Planalto Da Borborema,2009,Matrícula,Federal,Ensino Médio,622.0
991,2703.0,Planalto Da Borborema,2009,Matrícula,Municipal,Educação Infantil,7789.0
992,2703.0,Planalto Da Borborema,2009,Matrícula,Municipal,Educação Profissional,953.0
993,2703.0,Planalto Da Borborema,2009,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7138.0
994,2703.0,Planalto Da Borborema,2009,Matrícula,Municipal,Ensino Fundamental,37716.0
995,2703.0,Planalto Da Borborema,2009,Matrícula,Municipal,Ensino Médio,953.0
996,2703.0,Planalto Da Borborema,2009,Matrícula,Privada,Educação Infantil,918.0
997,2703.0,Planalto Da Borborema,2009,Matrícula,Privada,Educação Profissional,166.0
998,2703.0,Planalto Da Borborema,2009,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
999,2703.0,Planalto Da Borborema,2009,Matrícula,Privada,Ensino Fundamental,2833.0
1000,2703.0,Planalto Da Borborema,2009,Matrícula,Privada,Ensino Médio,764.0
1001,2703.0,Planalto Da Borborema,2009,Matrícula,Pública,Educação Infantil,8039.0
1002,2703.0,Planalto Da Borborema,2009,Matrícula,Pública,Educação Profissional,3414.0
1003,2703.0,Planalto Da Borborema,2009,Matrícula,Pública,Educação de Jovens e Adultos (EJA),10135.0
1004,2703.0,Planalto Da Borborema,2009,Matrícula,Pública,Ensino Fundamental,48221.0
1005,2703.0,Planalto Da Borborema,2009,Matrícula,Pública,Ensino Médio,11690.0
1006,2703.0,Planalto Da Borborema,2009,Matrícula,Total,Educação Infantil,8957.0
1007,2703.0,Planalto Da Borborema,2009,Matrícula,Total,Educação Profissional,3580.0
1008,2703.0,Planalto Da Borborema,2009,Matrícula,Total,Educação de Jovens e Adultos (EJA),10135.0
1009,2703.0,Planalto Da Borborema,2009,Matrícula,Total,Ensino Fundamental,51054.0
1010,2703.0,Planalto Da Borborema,2009,Matrícula,Total,Ensino Médio,12454.0
1011,2703.0,Planalto Da Borborema,2010,Matrícula,Estadual,Educação Infantil,110.0
1012,2703.0,Planalto Da Borborema,2010,Matrícula,Estadual,Educação Profissional,1441.0
1013,2703.0,Planalto Da Borborema,2010,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),1606.0
1014,2703.0,Planalto Da Borborema,2010,Matrícula,Estadual,Ensino Fundamental,9014.0
1015,2703.0,Planalto Da Borborema,2010,Matrícula,Estadual,Ensino Médio,9910.0
1016,2703.0,Planalto Da Borborema,2010,Matrícula,Federal,Educação Infantil,0.0
1017,2703.0,Planalto Da Borborema,2010,Matrícula,Federal,Educação Profissional,834.0
1018,2703.0,Planalto Da Borborema,2010,Matrícula,Federal,Educação de Jovens e Adultos (EJA),77.0
1019,2703.0,Planalto Da Borborema,2010,Matrícula,Federal,Ensino Fundamental,0.0
1020,2703.0,Planalto Da Borborema,2010,Matrícula,Federal,Ensino Médio,698.0
1021,2703.0,Planalto Da Borborema,2010,Matrícula,Municipal,Educação Infantil,8108.0
1022,2703.0,Planalto Da Borborema,2010,Matrícula,Municipal,Educação Profissional,735.0
1023,2703.0,Planalto Da Borborema,2010,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),6913.0
1024,2703.0,Planalto Da Borborema,2010,Matrícula,Municipal,Ensino Fundamental,35942.0
1025,2703.0,Planalto Da Borborema,2010,Matrícula,Municipal,Ensino Médio,735.0
1026,2703.0,Planalto Da Borborema,2010,Matrícula,Privada,Educação Infantil,1164.0
1027,2703.0,Planalto Da Borborema,2010,Matrícula,Privada,Educação Profissional,115.0
1028,2703.0,Planalto Da Borborema,2010,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1029,2703.0,Planalto Da Borborema,2010,Matrícula,Privada,Ensino Fundamental,3130.0
1030,2703.0,Planalto Da Borborema,2010,Matrícula,Privada,Ensino Médio,790.0
1031,2703.0,Planalto Da Borborema,2010,Matrícula,Pública,Educação Infantil,8218.0
1032,2703.0,Planalto Da Borborema,2010,Matrícula,Pública,Educação Profissional,3010.0
1033,2703.0,Planalto Da Borborema,2010,Matrícula,Pública,Educação de Jovens e Adultos (EJA),8596.0
1034,2703.0,Planalto Da Borborema,2010,Matrícula,Pública,Ensino Fundamental,44956.0
1035,2703.0,Planalto Da Borborema,2010,Matrícula,Pública,Ensino Médio,11343.0
1036,2703.0,Planalto Da Borborema,2010,Matrícula,Total,Educação Infantil,9382.0
1037,2703.0,Planalto Da Borborema,2010,Matrícula,Total,Educação Profissional,3125.0
1038,2703.0,Planalto Da Borborema,2010,Matrícula,Total,Educação de Jovens e Adultos (EJA),8596.0
1039,2703.0,Planalto Da Borborema,2010,Matrícula,Total,Ensino Fundamental,48086.0
1040,2703.0,Planalto Da Borborema,2010,Matrícula,Total,Ensino Médio,12133.0
1041,2703.0,Planalto Da Borborema,2011,Matrícula,Estadual,Educação Infantil,103.0
1042,2703.0,Planalto Da Borborema,2011,Matrícula,Estadual,Educação Profissional,1983.0
1043,2703.0,Planalto Da Borborema,2011,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),3267.0
1044,2703.0,Planalto Da Borborema,2011,Matrícula,Estadual,Ensino Fundamental,8547.0
1045,2703.0,Planalto Da Borborema,2011,Matrícula,Estadual,Ensino Médio,10151.0
1046,2703.0,Planalto Da Borborema,2011,Matrícula,Federal,Educação Infantil,0.0
1047,2703.0,Planalto Da Borborema,2011,Matrícula,Federal,Educação Profissional,866.0
1048,2703.0,Planalto Da Borborema,2011,Matrícula,Federal,Educação de Jovens e Adultos (EJA),75.0
1049,2703.0,Planalto Da Borborema,2011,Matrícula,Federal,Ensino Fundamental,0.0
1050,2703.0,Planalto Da Borborema,2011,Matrícula,Federal,Ensino Médio,686.0
1051,2703.0,Planalto Da Borborema,2011,Matrícula,Municipal,Educação Infantil,8433.0
1052,2703.0,Planalto Da Borborema,2011,Matrícula,Municipal,Educação Profissional,480.0
1053,2703.0,Planalto Da Borborema,2011,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7346.0
1054,2703.0,Planalto Da Borborema,2011,Matrícula,Municipal,Ensino Fundamental,34608.0
1055,2703.0,Planalto Da Borborema,2011,Matrícula,Municipal,Ensino Médio,566.0
1056,2703.0,Planalto Da Borborema,2011,Matrícula,Privada,Educação Infantil,1330.0
1057,2703.0,Planalto Da Borborema,2011,Matrícula,Privada,Educação Profissional,210.0
1058,2703.0,Planalto Da Borborema,2011,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1059,2703.0,Planalto Da Borborema,2011,Matrícula,Privada,Ensino Fundamental,3375.0
1060,2703.0,Planalto Da Borborema,2011,Matrícula,Privada,Ensino Médio,781.0
1061,2703.0,Planalto Da Borborema,2011,Matrícula,Pública,Educação Infantil,8536.0
1062,2703.0,Planalto Da Borborema,2011,Matrícula,Pública,Educação Profissional,3329.0
1063,2703.0,Planalto Da Borborema,2011,Matrícula,Pública,Educação de Jovens e Adultos (EJA),10688.0
1064,2703.0,Planalto Da Borborema,2011,Matrícula,Pública,Ensino Fundamental,43155.0
1065,2703.0,Planalto Da Borborema,2011,Matrícula,Pública,Ensino Médio,11403.0
1066,2703.0,Planalto Da Borborema,2011,Matrícula,Total,Educação Infantil,9866.0
1067,2703.0,Planalto Da Borborema,2011,Matrícula,Total,Educação Profissional,3539.0
1068,2703.0,Planalto Da Borborema,2011,Matrícula,Total,Educação de Jovens e Adultos (EJA),10688.0
1069,2703.0,Planalto Da Borborema,2011,Matrícula,Total,Ensino Fundamental,46530.0
1070,2703.0,Planalto Da Borborema,2011,Matrícula,Total,Ensino Médio,12184.0
1071,2703.0,Planalto Da Borborema,2012,Matrícula,Estadual,Educação Infantil,71.0
1072,2703.0,Planalto Da Borborema,2012,Matrícula,Estadual,Educação Profissional,1512.0
1073,2703.0,Planalto Da Borborema,2012,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2992.0
1074,2703.0,Planalto Da Borborema,2012,Matrícula,Estadual,Ensino Fundamental,6650.0
1075,2703.0,Planalto Da Borborema,2012,Matrícula,Estadual,Ensino Médio,9655.0
1076,2703.0,Planalto Da Borborema,2012,Matrícula,Federal,Educação Infantil,0.0
1077,2703.0,Planalto Da Borborema,2012,Matrícula,Federal,Educação Profissional,1034.0
1078,2703.0,Planalto Da Borborema,2012,Matrícula,Federal,Educação de Jovens e Adultos (EJA),70.0
1079,2703.0,Planalto Da Borborema,2012,Matrícula,Federal,Ensino Fundamental,0.0
1080,2703.0,Planalto Da Borborema,2012,Matrícula,Federal,Ensino Médio,751.0
1081,2703.0,Planalto Da Borborema,2012,Matrícula,Municipal,Educação Infantil,9008.0
1082,2703.0,Planalto Da Borborema,2012,Matrícula,Municipal,Educação Profissional,345.0
1083,2703.0,Planalto Da Borborema,2012,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7513.0
1084,2703.0,Planalto Da Borborema,2012,Matrícula,Municipal,Ensino Fundamental,33621.0
1085,2703.0,Planalto Da Borborema,2012,Matrícula,Municipal,Ensino Médio,650.0
1086,2703.0,Planalto Da Borborema,2012,Matrícula,Privada,Educação Infantil,1455.0
1087,2703.0,Planalto Da Borborema,2012,Matrícula,Privada,Educação Profissional,257.0
1088,2703.0,Planalto Da Borborema,2012,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1089,2703.0,Planalto Da Borborema,2012,Matrícula,Privada,Ensino Fundamental,3583.0
1090,2703.0,Planalto Da Borborema,2012,Matrícula,Privada,Ensino Médio,887.0
1091,2703.0,Planalto Da Borborema,2012,Matrícula,Pública,Educação Infantil,9079.0
1092,2703.0,Planalto Da Borborema,2012,Matrícula,Pública,Educação Profissional,2891.0
1093,2703.0,Planalto Da Borborema,2012,Matrícula,Pública,Educação de Jovens e Adultos (EJA),10575.0
1094,2703.0,Planalto Da Borborema,2012,Matrícula,Pública,Ensino Fundamental,40271.0
1095,2703.0,Planalto Da Borborema,2012,Matrícula,Pública,Ensino Médio,11056.0
1096,2703.0,Planalto Da Borborema,2012,Matrícula,Total,Educação Infantil,10534.0
1097,2703.0,Planalto Da Borborema,2012,Matrícula,Total,Educação Profissional,3148.0
1098,2703.0,Planalto Da Borborema,2012,Matrícula,Total,Educação de Jovens e Adultos (EJA),10575.0
1099,2703.0,Planalto Da Borborema,2012,Matrícula,Total,Ensino Fundamental,43854.0
1100,2703.0,Planalto Da Borborema,2012,Matrícula,Total,Ensino Médio,11943.0
1101,2703.0,Planalto Da Borborema,2013,Matrícula,Estadual,Educação Infantil,49.0
1102,2703.0,Planalto Da Borborema,2013,Matrícula,Estadual,Educação Profissional,1509.0
1103,2703.0,Planalto Da Borborema,2013,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2091.0
1104,2703.0,Planalto Da Borborema,2013,Matrícula,Estadual,Ensino Fundamental,5397.0
1105,2703.0,Planalto Da Borborema,2013,Matrícula,Estadual,Ensino Médio,9167.0
1106,2703.0,Planalto Da Borborema,2013,Matrícula,Federal,Educação Infantil,0.0
1107,2703.0,Planalto Da Borborema,2013,Matrícula,Federal,Educação Profissional,960.0
1108,2703.0,Planalto Da Borborema,2013,Matrícula,Federal,Educação de Jovens e Adultos (EJA),22.0
1109,2703.0,Planalto Da Borborema,2013,Matrícula,Federal,Ensino Fundamental,0.0
1110,2703.0,Planalto Da Borborema,2013,Matrícula,Federal,Ensino Médio,728.0
1111,2703.0,Planalto Da Borborema,2013,Matrícula,Municipal,Educação Infantil,9628.0
1112,2703.0,Planalto Da Borborema,2013,Matrícula,Municipal,Educação Profissional,164.0
1113,2703.0,Planalto Da Borborema,2013,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7751.0
1114,2703.0,Planalto Da Borborema,2013,Matrícula,Municipal,Ensino Fundamental,32929.0
1115,2703.0,Planalto Da Borborema,2013,Matrícula,Municipal,Ensino Médio,164.0
1116,2703.0,Planalto Da Borborema,2013,Matrícula,Privada,Educação Infantil,1441.0
1117,2703.0,Planalto Da Borborema,2013,Matrícula,Privada,Educação Profissional,255.0
1118,2703.0,Planalto Da Borborema,2013,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1119,2703.0,Planalto Da Borborema,2013,Matrícula,Privada,Ensino Fundamental,3770.0
1120,2703.0,Planalto Da Borborema,2013,Matrícula,Privada,Ensino Médio,832.0
1121,2703.0,Planalto Da Borborema,2013,Matrícula,Pública,Educação Infantil,9677.0
1122,2703.0,Planalto Da Borborema,2013,Matrícula,Pública,Educação Profissional,2633.0
1123,2703.0,Planalto Da Borborema,2013,Matrícula,Pública,Educação de Jovens e Adultos (EJA),9864.0
1124,2703.0,Planalto Da Borborema,2013,Matrícula,Pública,Ensino Fundamental,38326.0
1125,2703.0,Planalto Da Borborema,2013,Matrícula,Pública,Ensino Médio,10059.0
1126,2703.0,Planalto Da Borborema,2013,Matrícula,Total,Educação Infantil,11118.0
1127,2703.0,Planalto Da Borborema,2013,Matrícula,Total,Educação Profissional,2888.0
1128,2703.0,Planalto Da Borborema,2013,Matrícula,Total,Educação de Jovens e Adultos (EJA),9864.0
1129,2703.0,Planalto Da Borborema,2013,Matrícula,Total,Ensino Fundamental,42096.0
1130,2703.0,Planalto Da Borborema,2013,Matrícula,Total,Ensino Médio,10891.0
1131,2703.0,Planalto Da Borborema,2014,Matrícula,Estadual,Educação Infantil,90.0
1132,2703.0,Planalto Da Borborema,2014,Matrícula,Estadual,Educação Profissional,1509.0
1133,2703.0,Planalto Da Borborema,2014,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2532.0
1134,2703.0,Planalto Da Borborema,2014,Matrícula,Estadual,Ensino Fundamental,5118.0
1135,2703.0,Planalto Da Borborema,2014,Matrícula,Estadual,Ensino Médio,9318.0
1136,2703.0,Planalto Da Borborema,2014,Matrícula,Federal,Educação Infantil,0.0
1137,2703.0,Planalto Da Borborema,2014,Matrícula,Federal,Educação Profissional,922.0
1138,2703.0,Planalto Da Borborema,2014,Matrícula,Federal,Educação de Jovens e Adultos (EJA),22.0
1139,2703.0,Planalto Da Borborema,2014,Matrícula,Federal,Ensino Fundamental,0.0
1140,2703.0,Planalto Da Borborema,2014,Matrícula,Federal,Ensino Médio,724.0
1141,2703.0,Planalto Da Borborema,2014,Matrícula,Municipal,Educação Infantil,9581.0
1142,2703.0,Planalto Da Borborema,2014,Matrícula,Municipal,Educação Profissional,87.0
1143,2703.0,Planalto Da Borborema,2014,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),9696.0
1144,2703.0,Planalto Da Borborema,2014,Matrícula,Municipal,Ensino Fundamental,31427.0
1145,2703.0,Planalto Da Borborema,2014,Matrícula,Municipal,Ensino Médio,87.0
1146,2703.0,Planalto Da Borborema,2014,Matrícula,Privada,Educação Infantil,1581.0
1147,2703.0,Planalto Da Borborema,2014,Matrícula,Privada,Educação Profissional,372.0
1148,2703.0,Planalto Da Borborema,2014,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1149,2703.0,Planalto Da Borborema,2014,Matrícula,Privada,Ensino Fundamental,3788.0
1150,2703.0,Planalto Da Borborema,2014,Matrícula,Privada,Ensino Médio,798.0
1151,2703.0,Planalto Da Borborema,2014,Matrícula,Pública,Educação Infantil,9671.0
1152,2703.0,Planalto Da Borborema,2014,Matrícula,Pública,Educação Profissional,2518.0
1153,2703.0,Planalto Da Borborema,2014,Matrícula,Pública,Educação de Jovens e Adultos (EJA),12250.0
1154,2703.0,Planalto Da Borborema,2014,Matrícula,Pública,Ensino Fundamental,36545.0
1155,2703.0,Planalto Da Borborema,2014,Matrícula,Pública,Ensino Médio,10129.0
1156,2703.0,Planalto Da Borborema,2014,Matrícula,Total,Educação Infantil,11252.0
1157,2703.0,Planalto Da Borborema,2014,Matrícula,Total,Educação Profissional,2890.0
1158,2703.0,Planalto Da Borborema,2014,Matrícula,Total,Educação de Jovens e Adultos (EJA),12250.0
1159,2703.0,Planalto Da Borborema,2014,Matrícula,Total,Ensino Fundamental,40333.0
1160,2703.0,Planalto Da Borborema,2014,Matrícula,Total,Ensino Médio,10927.0
1161,2703.0,Planalto Da Borborema,2015,Matrícula,Estadual,Educação Infantil,96.0
1162,2703.0,Planalto Da Borborema,2015,Matrícula,Estadual,Educação Profissional,979.0
1163,2703.0,Planalto Da Borborema,2015,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2602.0
1164,2703.0,Planalto Da Borborema,2015,Matrícula,Estadual,Ensino Fundamental,2847.0
1165,2703.0,Planalto Da Borborema,2015,Matrícula,Estadual,Ensino Médio,8207.0
1166,2703.0,Planalto Da Borborema,2015,Matrícula,Federal,Educação Infantil,0.0
1167,2703.0,Planalto Da Borborema,2015,Matrícula,Federal,Educação Profissional,1264.0
1168,2703.0,Planalto Da Borborema,2015,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
1169,2703.0,Planalto Da Borborema,2015,Matrícula,Federal,Ensino Fundamental,0.0
1170,2703.0,Planalto Da Borborema,2015,Matrícula,Federal,Ensino Médio,705.0
1171,2703.0,Planalto Da Borborema,2015,Matrícula,Municipal,Educação Infantil,9137.0
1172,2703.0,Planalto Da Borborema,2015,Matrícula,Municipal,Educação Profissional,74.0
1173,2703.0,Planalto Da Borborema,2015,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),10444.0
1174,2703.0,Planalto Da Borborema,2015,Matrícula,Municipal,Ensino Fundamental,32025.0
1175,2703.0,Planalto Da Borborema,2015,Matrícula,Municipal,Ensino Médio,19.0
1176,2703.0,Planalto Da Borborema,2015,Matrícula,Privada,Educação Infantil,1641.0
1177,2703.0,Planalto Da Borborema,2015,Matrícula,Privada,Educação Profissional,623.0
1178,2703.0,Planalto Da Borborema,2015,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1179,2703.0,Planalto Da Borborema,2015,Matrícula,Privada,Ensino Fundamental,4253.0
1180,2703.0,Planalto Da Borborema,2015,Matrícula,Privada,Ensino Médio,788.0
1181,2703.0,Planalto Da Borborema,2015,Matrícula,Pública,Educação Infantil,9233.0
1182,2703.0,Planalto Da Borborema,2015,Matrícula,Pública,Educação Profissional,2317.0
1183,2703.0,Planalto Da Borborema,2015,Matrícula,Pública,Educação de Jovens e Adultos (EJA),13046.0
1184,2703.0,Planalto Da Borborema,2015,Matrícula,Pública,Ensino Fundamental,34872.0
1185,2703.0,Planalto Da Borborema,2015,Matrícula,Pública,Ensino Médio,8931.0
1186,2703.0,Planalto Da Borborema,2015,Matrícula,Total,Educação Infantil,10874.0
1187,2703.0,Planalto Da Borborema,2015,Matrícula,Total,Educação Profissional,2940.0
1188,2703.0,Planalto Da Borborema,2015,Matrícula,Total,Educação de Jovens e Adultos (EJA),13046.0
1189,2703.0,Planalto Da Borborema,2015,Matrícula,Total,Ensino Fundamental,39125.0
1190,2703.0,Planalto Da Borborema,2015,Matrícula,Total,Ensino Médio,9719.0
1191,2703.0,Planalto Da Borborema,2016,Matrícula,Estadual,Educação Infantil,82.0
1192,2703.0,Planalto Da Borborema,2016,Matrícula,Estadual,Educação Profissional,795.0
1193,2703.0,Planalto Da Borborema,2016,Matrícula,Estadual,Educação de Jovens e Adultos (EJA),2827.0
1194,2703.0,Planalto Da Borborema,2016,Matrícula,Estadual,Ensino Fundamental,2468.0
1195,2703.0,Planalto Da Borborema,2016,Matrícula,Estadual,Ensino Médio,7714.0
1196,2703.0,Planalto Da Borborema,2016,Matrícula,Federal,Educação Infantil,0.0
1197,2703.0,Planalto Da Borborema,2016,Matrícula,Federal,Educação Profissional,1355.0
1198,2703.0,Planalto Da Borborema,2016,Matrícula,Federal,Educação de Jovens e Adultos (EJA),0.0
1199,2703.0,Planalto Da Borborema,2016,Matrícula,Federal,Ensino Fundamental,0.0
1200,2703.0,Planalto Da Borborema,2016,Matrícula,Federal,Ensino Médio,710.0
1201,2703.0,Planalto Da Borborema,2016,Matrícula,Municipal,Educação Infantil,9351.0
1202,2703.0,Planalto Da Borborema,2016,Matrícula,Municipal,Educação Profissional,50.0
1203,2703.0,Planalto Da Borborema,2016,Matrícula,Municipal,Educação de Jovens e Adultos (EJA),7470.0
1204,2703.0,Planalto Da Borborema,2016,Matrícula,Municipal,Ensino Fundamental,31272.0
1205,2703.0,Planalto Da Borborema,2016,Matrícula,Municipal,Ensino Médio,0.0
1206,2703.0,Planalto Da Borborema,2016,Matrícula,Privada,Educação Infantil,1679.0
1207,2703.0,Planalto Da Borborema,2016,Matrícula,Privada,Educação Profissional,208.0
1208,2703.0,Planalto Da Borborema,2016,Matrícula,Privada,Educação de Jovens e Adultos (EJA),0.0
1209,2703.0,Planalto Da Borborema,2016,Matrícula,Privada,Ensino Fundamental,4486.0
1210,2703.0,Planalto Da Borborema,2016,Matrícula,Privada,Ensino Médio,805.0
1211,2703.0,Planalto Da Borborema,2016,Matrícula,Pública,Educação Infantil,9433.0
1212,2703.0,Planalto Da Borborema,2016,Matrícula,Pública,Educação Profissional,2200.0
1213,2703.0,Planalto Da Borborema,2016,Matrícula,Pública,Educação de Jovens e Adultos (EJA),10297.0
1214,2703.0,Planalto Da Borborema,2016,Matrícula,Pública,Ensino Fundamental,33740.0
